RECNO,GEOC_ID,HUC_08,GNIS_NAME,LENGTH,WIDE_WW,WIDE_BF,AREA_WW,AREA_BF,SPAWN,REAR,RT_FISHUSE,RS,GEO_COND,COND_HIST,COND_EX,COND_RP,oPBRC_CR
1033,1033,17060203,Panther Creek,290.77491534,3.6,6.7,1046.9,1948.5,0,1,Planform_Controlled,PC,good,intact,good,good,NA
1034,1034,17060203,Panther Creek,1000.1349755,3.6,6.72,3601.7,6723.2,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Straight Forward - Quick Return
1035,1035,17060203,Panther Creek,976.325680616,3.62,6.66,3536.7,6506.8,0,1,Planform_Controlled,PC,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
1036,1036,17060203,Panther Creek,976.099805986,3.6,6.72,3516.4,6563.9,0,1,Planform_Controlled,PC,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
1037,1037,17060203,Panther Creek,960.668878194,3.67,6.8,3529,6538.7,0,1,Planform_Controlled,PC,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
1038,1038,17060203,Panther Creek,958.362309217,3.7,6.82,3549.4,6542.4,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1039,1039,17060203,Panther Creek,978.825084458,3.78,6.96,3702.4,6817.1,0,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1040,1040,17060203,Panther Creek,958.80640262,3.82,7,3666.2,6718.1,0,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1041,1041,17060203,Panther Creek,958.974152562,3.9,7.03,3743.6,6748.1,0,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1042,1042,17060203,Panther Creek,957.947478832,3.98,7.24,3816.4,6942.4,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Straight Forward - Quick Return
1043,1043,17060203,Panther Creek,1219.34652183,5.28,9.18,6439.8,11196.4,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1044,1044,17060203,Panther Creek,988.736421811,5.3,9.2,5243,9101,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1045,1045,17060203,Panther Creek,980.339221888,5.3,9.2,5199.1,9024.9,0,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1046,1046,17060203,Panther Creek,633.403684421,4.8,8.3,3041.8,5259.8,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1047,1047,17060203,Panther Creek,976.511639541,4.8,8.3,4690.5,8110.6,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Straight Forward - Quick Return
1048,1048,17060203,Panther Creek,971.765433396,4.8,8.3,4668.1,8071.9,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1049,1049,17060203,Panther Creek,950.317558692,4.32,7.8,4110,7420.8,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1050,1050,17060203,Panther Creek,960.449523773,4.46,7.94,4287.6,7633.1,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1051,1051,17060203,Panther Creek,964.214139674,4.5,8,4342.8,7720.5,0,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1052,1052,17060203,Panther Creek,762.706767015,7.75,12.8,5914.4,9768.3,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1053,1053,17060203,Panther Creek,961.835018985,7.72,12.8,7432.4,12323.1,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1054,1054,17060203,Panther Creek,967.539798164,7.7,12.8,7456.4,12395,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1055,1055,17060203,Panther Creek,625.390327025,7.3,12.2,4565.5,7630,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1056,1056,17060203,Panther Creek,988.616804861,7.3,12.2,7220.6,12067.3,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1057,1057,17060203,Panther Creek,972.424719739,7.32,12.24,7123.6,11911.6,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1058,1058,17060203,Panther Creek,997.533454103,7.4,12.3,7384.5,12274.2,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1059,1059,17060203,Panther Creek,389.421843663,6.2,10.5,2416.5,4092.4,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1060,1060,17060203,Panther Creek,1182.69139643,8.35,13.75,9877.7,16265.7,0,1,Conf_Floodplain,CF,poor,intact,poor,moderate,Strategic - Long-Term Investment
1061,1061,17060203,Panther Creek,989.979758575,8.4,13.8,8320,13668.6,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1062,1062,17060203,Panther Creek,999.184943761,8.4,13.8,8396.2,13793.7,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1063,1063,17060203,Panther Creek,987.590093743,8.45,13.85,8349.6,13685.5,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1064,1064,17060203,Panther Creek,986.382812511,8.5,13.98,8389,13797.4,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1065,1065,17060203,Panther Creek,957.95085485,8.5,14,8150.8,13424.9,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1066,1066,17060203,Panther Creek,982.545654179,8.5,14,8356.8,13764.2,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1067,1067,17060203,Panther Creek,957.798100627,8.53,13.95,8178.4,13374.9,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1068,1068,17060203,Panther Creek,715.51013919,7.9,13.07,5655.3,9356.3,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1069,1069,17060203,Panther Creek,980.163214742,7.9,13.1,7748.3,12848.4,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1070,1070,17060203,Panther Creek,894.22257345,10.7,17.2,9576.1,15393.4,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1071,1071,17060203,Panther Creek,1022.5561731,10.88,17.2,11125.6,17588.2,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1072,1072,17060203,Panther Creek,1020.58428991,10.96,17.44,11186,17799.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1073,1073,17060203,Panther Creek,1003.09892111,11,17.6,11037.3,17659.7,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1074,1074,17060203,Panther Creek,1007.92907891,11,17.56,11089.7,17703.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1075,1075,17060203,Panther Creek,1046.66052415,11.1,17.5,11614.1,18310.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1076,1076,17060203,Panther Creek,1043.03933595,11.1,17.5,11574.5,18248.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1077,1077,17060203,Panther Creek,1037.2392104,11.12,17.6,11531.8,18251.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1078,1078,17060203,Panther Creek,370.469226388,9.2,14.9,3412.3,5526.4,0,1,Conf_Bedrock,CB,good,intact,good,good,NA
1079,1079,17060203,Panther Creek,953.980056285,9.2,14.98,8786.1,14306.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1080,1080,17060203,Panther Creek,1096.10223176,11.1,17.7,12170.4,19406.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1081,1081,17060203,Panther Creek,990.350475532,11.1,17.7,10998.3,17537.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1082,1082,17060203,Panther Creek,1037.80507179,11.8,18.8,12259.6,19532.3,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1083,1083,17060203,Panther Creek,944.290237013,11.8,18.88,11156.6,17850.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1084,1084,17060203,Panther Creek,947.11883818,11.8,18.9,11189.4,17922.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1085,1085,17060203,Panther Creek,954.344390734,11.94,19,11407.2,18152.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1086,1086,17060203,Panther Creek,944.873950098,12,19.02,11352.6,17993.9,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1087,1087,17060203,Panther Creek,943.985185449,12,19.1,11342.1,18052.9,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1088,1088,17060203,Panther Creek,976.182273418,12,19.1,11722.6,18658.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1089,1089,17060203,Panther Creek,944.671469427,12,19.1,11350.2,18065.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1090,1090,17060203,Panther Creek,952.104956227,12.02,19.14,11457.1,18243.7,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1091,1091,17060203,Panther Creek,274.201883095,12.1,19.3,3321.3,5297.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1092,1092,17060203,Panther Creek,987.546951262,10.43,16.65,10305.5,16451.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1093,1093,17060203,Panther Creek,965.697470775,12.3,19.3,11888.5,18654.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1094,1094,17060203,Panther Creek,971.785917362,12.3,19.32,11962.3,18789.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1095,1095,17060203,Panther Creek,142.295896555,13.2,20.8,1879.6,2961.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1096,1096,17060203,Panther Creek,461.878001429,12.5,19.6,5774.7,9054.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1097,1097,17060203,Panther Creek,992.842084571,12.4,19.6,12316.7,19468.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1098,1098,17060203,Panther Creek,966.138452828,12.3,19.6,11893.9,18952.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1099,1099,17060203,Panther Creek,965.188104606,12.32,19.6,11901.7,18934.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1100,1100,17060203,Panther Creek,524.214135801,13.1,20.7,6864.8,10847.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1101,1101,17060203,Panther Creek,1015.62543376,13.1,20.7,13306.1,21025.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1102,1102,17060203,Panther Creek,1044.15516586,13.16,20.8,13736.9,21711.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1103,1103,17060203,Panther Creek,1011.27767821,13.2,20.8,13351.1,21038.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1104,1104,17060203,Panther Creek,997.123931562,13.2,20.84,13167,20787.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1105,1105,17060203,Panther Creek,1000.62179603,13.2,20.84,13212.5,20859.7,1,1,Conf_Bedrock,CB,poor,intact,poor,poor,NA
1112,1112,17060202,Patterson Creek,963.25709578,2.76,5.52,2660.8,5321.7,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1113,1113,17060202,Patterson Creek,954.040658829,2.88,5.68,2750.3,5424.2,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
1114,1114,17060202,Patterson Creek,950.231803975,2.9,5.72,2758.5,5440.8,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1115,1115,17060202,Patterson Creek,814.034352279,3.4,6.42,2769.7,5229.9,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
1116,1116,17060202,Patterson Creek,985.254086805,3.44,6.5,3391.1,6407.6,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1117,1117,17060202,Patterson Creek,1010.63911426,3.56,6.8,3598.7,6873.8,1,1,Conf_Floodplain,CF,poor,intact,poor,poor,NA
1118,1118,17060202,Patterson Creek,1012.83751919,3.6,6.86,3646.9,6949.4,1,1,Conf_Floodplain,CF,poor,intact,poor,poor,NA
1119,1119,17060202,Patterson Creek,1011.41289608,3.56,6.8,3601.4,6879,1,1,AlluvialFan,AF,poor,intact,poor,poor,NA
1120,1120,17060202,Patterson Creek,1054.94794556,3.5,6.8,3691.1,7171.4,1,1,AlluvialFan,AF,poor,intact,poor,moderate,Strategic - Long-Term Investment
1121,1121,17060202,Patterson Creek,1043.13501486,3.5,6.8,3650.3,7092,1,1,AlluvialFan,AF,poor,intact,poor,good,Straight Forward - Quick Return
1122,1122,17060202,Patterson Creek,1036.4669114,3.5,6.8,3627.2,7047.2,1,1,AlluvialFan,AF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1123,1123,17060202,Patterson Creek,1037.94384598,3.5,6.66,3632.3,6911.8,1,1,AlluvialFan,AF,moderate,intact,moderate,good,Straight Forward - Quick Return
1124,1124,17060202,Patterson Creek,1020.68426196,3.5,6.7,3572.6,6839,1,1,AlluvialFan,AF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1125,1125,17060202,Patterson Creek,1029.237506,3.54,6.7,3643.4,6895.6,1,1,AlluvialFan,AF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1126,1126,17060202,Patterson Creek,1030.18135152,3.53,6.7,3636.4,6901.9,1,1,AlluvialFan,AF,moderate,intact,moderate,moderate,NA
1127,1127,17060202,Patterson Creek,1019.57452972,3.7,6.92,3772.7,7056,1,1,AlluvialFan,AF,moderate,intact,moderate,moderate,NA
1128,1128,17060202,Patterson Creek,1022.11264037,3.9,7.2,3986.5,7359.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1129,1129,17060202,Patterson Creek,1031.58818419,3.9,7.28,4023,7509.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1130,1130,17060202,Patterson Creek,1032.24634499,3.98,7.34,4108.1,7576.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
1131,1131,17060202,Patterson Creek,1017.62724068,4,7.4,4070.9,7531.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1132,1132,17060202,Patterson Creek,990.042772116,4.08,7.47,4041.2,7399,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1133,1133,17060202,Patterson Creek,1019.34576586,4.28,7.74,4363.2,7890.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1134,1134,17060202,Patterson Creek,991.578946789,5,8.7,4960.1,8630.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1135,1135,17060202,Patterson Creek,1007.594893,5,8.8,5039.2,8869,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1136,1136,17060202,Patterson Creek,1002.90609932,5,8.8,5016,8828.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1137,1137,17060202,Patterson Creek,1005.71171139,5,8.8,5029.9,8852.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1138,1138,17060202,Patterson Creek,993.171208006,5,8.8,4968,8743.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Straight Forward - Quick Return
1139,1139,17060202,Patterson Creek,984.917143881,5,8.8,4927.3,8672,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
1140,1140,17060202,Patterson Creek,1011.88192271,5.05,8.9,5110.9,9007.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1141,1141,17060202,Patterson Creek,1004.25711593,5,8.9,5022.7,8940.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1142,1142,17060202,Patterson Creek,1001.71021841,5,8.9,5010.1,8918.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1143,1143,17060202,Patterson Creek,999.653388948,5,8.9,5000,8900,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1144,1144,17060202,Patterson Creek,1004.5880259,5.53,9.57,5556.9,9616.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1145,1145,17060202,Patterson Creek,991.254370948,5.7,9.8,5652.7,9718.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1146,1146,17060202,Patterson Creek,1001.79057458,5.7,9.8,5712,9820.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1147,1147,17060202,Patterson Creek,998.031079031,5.7,9.8,5690.9,9784.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1148,1148,17060202,Patterson Creek,995.906263306,5.92,10.18,5898.1,10142.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1149,1149,17060202,Patterson Creek,993.576779052,6,10.3,5964,10238.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1150,1150,17060202,Patterson Creek,998.307092741,6,10.3,5992,10286.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1151,1151,17060202,Patterson Creek,999.544773868,6,10.3,5999.4,10298.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1152,1152,17060202,Patterson Creek,1011.94072625,6,10.3,6072.8,10424.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1153,1153,17060202,Patterson Creek,998.16586779,6.07,10.37,6061.1,10354.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1160,1160,17060203,Iron Creek,465.52151927,4.7,8.1,2187.9,3770.6,0,1,Margin_Controlled,MC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1171,1171,17060203,Pierce Creek,948.603793642,2.4,4.8,2277.5,4555.1,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
1172,1172,17060203,Pierce Creek,1011.27359716,2.58,5.12,2609.5,5178.6,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
1173,1173,17060203,Pierce Creek,991.113456163,2.66,5.3,2637.6,5255.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1174,1174,17060203,Pierce Creek,975.130838696,2.7,5.38,2634.8,5250.1,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1178,1178,17060201,Pine Creek,946.262097097,3.87,7.07,3665.5,6696.4,0,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
1181,1181,17060203,Pine Creek,1043.42411784,2.24,4.68,2336.6,4881.8,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
1182,1182,17060203,Pine Creek,1040.20364182,2.42,4.98,2516.7,5178.9,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1183,1183,17060203,Pine Creek,1012.51351701,2.4,5.08,2430.4,5144.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1184,1184,17060203,Pine Creek,991.230776308,2.44,5.26,2419.8,5216.4,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
1185,1185,17060203,Pine Creek,1025.38092118,2.5,5.1,2563.3,5229.2,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1186,1186,17060203,Pine Creek,1030.12268772,2.7,5.38,2781,5541.5,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
1187,1187,17060203,Pine Creek,992.256632767,2.9,5.68,2878.9,5638.6,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1188,1188,17060203,Pine Creek,995.834925498,2.98,5.78,2968.8,5758.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1189,1189,17060203,Pine Creek,1013.87064643,3.1,5.96,3143.4,6043.5,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1190,1190,17060203,Pine Creek,984.543154471,3.3,6.26,3250.9,6166.8,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1191,1191,17060203,Pine Creek,1015.61132016,3.36,6.36,3412.8,6460,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1192,1192,17060203,Pine Creek,1016.11007596,3.4,6.4,3455.1,6503.7,1,1,Conf_Floodplain,CF,poor,intact,poor,poor,NA
1220,1220,17060201,Road Creek,1043.77452043,5.1,8.98,5322.6,9372,0,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
1221,1221,17060201,Road Creek,1035.59725493,5.2,9.1,5384.9,9423.6,0,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Straight Forward - Quick Return
1222,1222,17060201,Road Creek,1035.07498937,5.2,9.1,5382.3,9419,0,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
1223,1223,17060201,Road Creek,1043.42299688,5.28,9.14,5508.7,9535.9,0,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1224,1224,17060201,Road Creek,1052.96462308,5.3,9.2,5579.6,9685.4,0,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1227,1227,17060201,Salmon River,1027.84682857,15.4,24.1,15833.7,24778.7,0,1,Margin_Controlled,MC,poor,intact,poor,poor,NA
1228,1228,17060201,Salmon River,1008.56739604,15.4,24.1,15534.7,24310.7,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1229,1229,17060201,Salmon River,1016.48582818,15.4,24.1,15655.4,24499.7,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1230,1230,17060201,Salmon River,1033.20889534,15.4,24.26,15910.1,25063.6,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1231,1231,17060201,Salmon River,1005.03872202,15.5,24.3,15581.6,24427.9,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1232,1232,17060201,Salmon River,1037.75919245,15.6,24.3,16187.1,25214.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1233,1233,17060201,Salmon River,1015.46994336,15.6,24.26,15843.2,24638.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1234,1234,17060201,Salmon River,834.909320565,20.2,31.2,16868.3,26054.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1235,1235,17060201,Salmon River,1019.57574718,20.2,31.2,20597.7,31814.2,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1236,1236,17060201,Salmon River,1002.15528705,20.2,31.2,20249.6,31276.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1237,1237,17060201,Salmon River,984.815297337,20.2,31.18,19903.2,30721.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1238,1238,17060201,Salmon River,1053.64727162,21.08,32.52,22219.2,34277.4,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1239,1239,17060201,Salmon River,1167.49162776,20.6,31.7,24059.3,37023.3,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1240,1240,17060201,Salmon River,1001.29921873,20.72,31.72,20753.4,31771.1,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1241,1241,17060201,Salmon River,804.710298953,20.5,31.6,16493.2,25423.6,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1242,1242,17060201,Salmon River,1039.47847199,20.5,31.6,21307.2,32844.3,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1243,1243,17060201,Salmon River,957.501108656,20.5,31.6,19645,30282.1,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1244,1244,17060201,Salmon River,1018.31869213,20.5,31.6,20878.2,32182.9,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1245,1245,17060201,Salmon River,1034.66996716,20.5,31.6,21209.7,32694,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1246,1246,17060201,Salmon River,1143.95504647,20.2,31.2,23106.8,35689.7,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1247,1247,17060201,Salmon River,1011.4918498,21.7,33.4,21947,33780.2,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1248,1248,17060201,Salmon River,1036.05524576,21.7,33.38,22481.1,34581.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1249,1249,17060201,Salmon River,1059.87016549,21.7,33.3,22992.5,35283.4,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1250,1250,17060201,Salmon River,1050.32382873,21.6,33.3,22682.5,34968.9,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1251,1251,17060201,Salmon River,1047.34317214,21.6,33.3,22618.8,34870.7,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1252,1252,17060201,Salmon River,569.854333802,21.3,32.8,12150.1,18710,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1253,1253,17060201,Salmon River,1010.42810782,21.3,32.8,21526.8,33149.2,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1254,1254,17060201,Salmon River,1047.00194233,21.3,32.96,22297.3,34503.3,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1255,1255,17060201,Salmon River,1052.42729709,21.38,33.2,22495.8,34932.7,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1256,1256,17060201,Salmon River,1028.10092856,21.53,33.23,22135.5,34164.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1265,1265,17060201,Salmon River,322.828024455,21.7,33.4,7003.8,10780.1,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1266,1266,17060201,Salmon River,990.103659769,21.7,33.4,21494.8,33084.2,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1267,1267,17060201,Salmon River,965.892609649,21.7,33.3,20975.4,32188.1,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1268,1268,17060201,Salmon River,625.685385262,16.63,26,10407.3,16271.1,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1269,1269,17060201,Salmon River,1046.92817923,16.7,26,17480.1,27214.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1270,1270,17060201,Salmon River,1027.49159397,16.7,26.08,17159,26796.8,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1271,1271,17060201,Salmon River,1053.48094226,16.75,26.1,17641.2,27488.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1272,1272,17060201,Salmon River,985.838362765,16.8,26.1,16569.9,25742.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1273,1273,17060201,Salmon River,800.728512883,16.6,25.98,13293.2,20804.6,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1274,1274,17060201,Salmon River,310.13615287,16.4,25.6,5085,7937.5,0,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
