RECNO,GEOC_ID,HUC_08,GNIS_NAME,LENGTH,WIDE_WW,WIDE_BF,AREA_WW,AREA_BF,SPAWN,REAR,RT_FISHUSE,RS,GEO_COND,COND_HIST,COND_EX,COND_RP,oPBRC_CR
1049,1049,17060203,Panther Creek,950.3175587,4.32,7.8,4110,7420.8,1,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1050,1050,17060203,Panther Creek,960.4495238,4.46,7.94,4287.6,7633.1,1,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1051,1051,17060203,Panther Creek,964.2141397,4.5,8,4342.8,7720.5,1,1,Planform_Controlled,PC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1052,1052,17060203,Panther Creek,762.706767,7.75,12.8,5914.4,9768.3,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1053,1053,17060203,Panther Creek,961.835019,7.72,12.8,7432.4,12323.1,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1054,1054,17060203,Panther Creek,967.5397982,7.7,12.8,7456.4,12395,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1055,1055,17060203,Panther Creek,625.390327,7.3,12.2,4565.5,7630,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1056,1056,17060203,Panther Creek,988.6168049,7.3,12.2,7220.6,12067.3,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
1057,1057,17060203,Panther Creek,972.4247197,7.32,12.24,7123.6,11911.6,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1058,1058,17060203,Panther Creek,997.5334541,7.4,12.3,7384.5,12274.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1059,1059,17060203,Panther Creek,389.4218437,6.2,10.5,2416.5,4092.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1060,1060,17060203,Panther Creek,1182.691396,8.35,13.75,9877.7,16265.7,1,1,Conf_Floodplain,CF,poor,intact,poor,moderate,Strategic - Long-Term Investment
1061,1061,17060203,Panther Creek,989.9797586,8.4,13.8,8320,13668.6,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1063,1063,17060203,Panther Creek,987.5900937,8.45,13.85,8349.6,13685.5,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1064,1064,17060203,Panther Creek,986.3828125,8.5,13.98,8389,13797.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1065,1065,17060203,Panther Creek,957.9508549,8.5,14,8150.8,13424.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1066,1066,17060203,Panther Creek,982.5456542,8.5,14,8356.8,13764.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1067,1067,17060203,Panther Creek,957.7981006,8.53,13.95,8178.4,13374.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1068,1068,17060203,Panther Creek,715.5101392,7.9,13.07,5655.3,9356.3,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
1069,1069,17060203,Panther Creek,980.1632147,7.9,13.1,7748.3,12848.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
1084,1084,17060203,Panther Creek,947.1188382,11.8,18.9,11189.4,17922.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1091,1091,17060203,Panther Creek,274.2018831,12.1,19.3,3321.3,5297.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1092,1092,17060203,Panther Creek,987.5469513,10.43,16.65,10305.5,16451.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1093,1093,17060203,Panther Creek,965.6974708,12.3,19.3,11888.5,18654.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1094,1094,17060203,Panther Creek,971.7859174,12.3,19.32,11962.3,18789.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1095,1095,17060203,Panther Creek,142.2958966,13.2,20.8,1879.6,2961.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1096,1096,17060203,Panther Creek,461.8780014,12.5,19.6,5774.7,9054.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1097,1097,17060203,Panther Creek,992.8420846,12.4,19.6,12316.7,19468.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1098,1098,17060203,Panther Creek,966.1384528,12.3,19.6,11893.9,18952.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1099,1099,17060203,Panther Creek,965.1881046,12.32,19.6,11901.7,18934.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1100,1100,17060203,Panther Creek,524.2141358,13.1,20.7,6864.8,10847.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1101,1101,17060203,Panther Creek,1015.625434,13.1,20.7,13306.1,21025.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1102,1102,17060203,Panther Creek,1044.155166,13.16,20.8,13736.9,21711.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1103,1103,17060203,Panther Creek,1011.277678,13.2,20.8,13351.1,21038.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1104,1104,17060203,Panther Creek,997.1239316,13.2,20.84,13167,20787.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1105,1105,17060203,Panther Creek,1000.621796,13.2,20.84,13212.5,20859.7,1,1,Conf_Bedrock,CB,poor,intact,poor,poor,NA
1140,1140,17060202,Patterson Creek,1011.881923,5.05,8.9,5110.9,9007.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1141,1141,17060202,Patterson Creek,1004.257116,5,8.9,5022.7,8940.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1142,1142,17060202,Patterson Creek,1001.710218,5,8.9,5010.1,8918.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1143,1143,17060202,Patterson Creek,999.6533889,5,8.9,5000,8900,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1144,1144,17060202,Patterson Creek,1004.588026,5.53,9.57,5556.9,9616.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1145,1145,17060202,Patterson Creek,991.2543709,5.7,9.8,5652.7,9718.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1146,1146,17060202,Patterson Creek,1001.790575,5.7,9.8,5712,9820.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1147,1147,17060202,Patterson Creek,998.031079,5.7,9.8,5690.9,9784.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1148,1148,17060202,Patterson Creek,995.9062633,5.92,10.18,5898.1,10142.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1149,1149,17060202,Patterson Creek,993.5767791,6,10.3,5964,10238.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1150,1150,17060202,Patterson Creek,998.3070927,6,10.3,5992,10286.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1151,1151,17060202,Patterson Creek,999.5447739,6,10.3,5999.4,10298.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1152,1152,17060202,Patterson Creek,1011.940726,6,10.3,6072.8,10424.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1153,1153,17060202,Patterson Creek,998.1658678,6.07,10.37,6061.1,10354.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1160,1160,17060203,Iron Creek,465.5215193,4.7,8.1,2187.9,3770.6,0,1,Margin_Controlled,MC,moderate,intact,moderate,good,Strategic - Long-Term Investment
1222,1222,17060201,Road Creek,1035.074989,5.2,9.1,5382.3,9419,0,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
1223,1223,17060201,Road Creek,1043.422997,5.28,9.14,5508.7,9535.9,0,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1224,1224,17060201,Road Creek,1052.964623,5.3,9.2,5579.6,9685.4,0,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1227,1227,17060201,Salmon River,1027.846829,15.4,24.1,15833.7,24778.7,1,1,Margin_Controlled,MC,poor,intact,poor,poor,NA
1228,1228,17060201,Salmon River,1008.567396,15.4,24.1,15534.7,24310.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1229,1229,17060201,Salmon River,1016.485828,15.4,24.1,15655.4,24499.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1230,1230,17060201,Salmon River,1033.208895,15.4,24.26,15910.1,25063.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1231,1231,17060201,Salmon River,1005.038722,15.5,24.3,15581.6,24427.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1232,1232,17060201,Salmon River,1037.759192,15.6,24.3,16187.1,25214.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1233,1233,17060201,Salmon River,1015.469943,15.6,24.26,15843.2,24638.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1234,1234,17060201,Salmon River,834.9093206,20.2,31.2,16868.3,26054.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1235,1235,17060201,Salmon River,1019.575747,20.2,31.2,20597.7,31814.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1236,1236,17060201,Salmon River,1002.155287,20.2,31.2,20249.6,31276.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1237,1237,17060201,Salmon River,984.8152973,20.2,31.18,19903.2,30721.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1238,1238,17060201,Salmon River,1053.647272,21.08,32.52,22219.2,34277.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1239,1239,17060201,Salmon River,1167.491628,20.6,31.7,24059.3,37023.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1240,1240,17060201,Salmon River,1001.299219,20.72,31.72,20753.4,31771.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1241,1241,17060201,Salmon River,804.710299,20.5,31.6,16493.2,25423.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1242,1242,17060201,Salmon River,1039.478472,20.5,31.6,21307.2,32844.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1243,1243,17060201,Salmon River,957.5011087,20.5,31.6,19645,30282.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1244,1244,17060201,Salmon River,1018.318692,20.5,31.6,20878.2,32182.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1245,1245,17060201,Salmon River,1034.669967,20.5,31.6,21209.7,32694,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1246,1246,17060201,Salmon River,1143.955046,20.2,31.2,23106.8,35689.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1247,1247,17060201,Salmon River,1011.49185,21.7,33.4,21947,33780.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1248,1248,17060201,Salmon River,1036.055246,21.7,33.38,22481.1,34581.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1249,1249,17060201,Salmon River,1059.870165,21.7,33.3,22992.5,35283.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1250,1250,17060201,Salmon River,1050.323829,21.6,33.3,22682.5,34968.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1251,1251,17060201,Salmon River,1047.343172,21.6,33.3,22618.8,34870.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1252,1252,17060201,Salmon River,569.8543338,21.3,32.8,12150.1,18710,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1253,1253,17060201,Salmon River,1010.428108,21.3,32.8,21526.8,33149.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1254,1254,17060201,Salmon River,1047.001942,21.3,32.96,22297.3,34503.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1255,1255,17060201,Salmon River,1052.427297,21.38,33.2,22495.8,34932.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1256,1256,17060201,Salmon River,1028.100929,21.53,33.23,22135.5,34164.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1257,1257,17060201,Salmon River,1037.827926,25.7,39.2,26676.5,40689.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1258,1258,17060201,Salmon River,957.1065791,25.72,39.26,24637.8,37608.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1259,1259,17060201,Salmon River,1019.338262,25.8,39.3,26302.2,40065,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1260,1260,17060201,Salmon River,972.5317379,25.7,39.3,25010.8,38246.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1261,1261,17060201,Salmon River,948.9362892,25.7,39.35,24411.2,37376.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1262,1262,17060201,Salmon River,971.1785178,25.7,39.4,24976.3,38290.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1263,1263,17060201,Salmon River,959.7907896,25.7,39.4,24687,37847,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1264,1264,17060201,Salmon River,955.6862513,25.8,39.4,24678.5,37687.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1265,1265,17060201,Salmon River,322.8280245,21.7,33.4,7003.8,10780.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1266,1266,17060201,Salmon River,990.1036598,21.7,33.4,21494.8,33084.2,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1267,1267,17060201,Salmon River,965.8926096,21.7,33.3,20975.4,32188.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1268,1268,17060201,Salmon River,625.6853853,16.63,26,10407.3,16271.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1269,1269,17060201,Salmon River,1046.928179,16.7,26,17480.1,27214.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1270,1270,17060201,Salmon River,1027.491594,16.7,26.08,17159,26796.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1271,1271,17060201,Salmon River,1053.480942,16.75,26.1,17641.2,27488.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1272,1272,17060201,Salmon River,985.8383628,16.8,26.1,16569.9,25742.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1273,1273,17060201,Salmon River,800.7285129,16.6,25.98,13293.2,20804.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1274,1274,17060201,Salmon River,310.1361529,16.4,25.6,5085,7937.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1275,1275,17060201,Salmon River,1036.877171,16.4,25.6,17003,26541.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1276,1276,17060201,Salmon River,1010.352894,16.42,25.62,16592.9,25889.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1277,1277,17060201,Salmon River,632.1224974,15.7,24.5,9933.8,15501.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1278,1278,17060201,Salmon River,1007.937713,15.7,24.5,15827.7,24699.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1279,1279,17060201,Salmon River,982.3956627,15.7,24.62,15431.3,24198.6,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1280,1280,17060201,Salmon River,1020.411165,15.72,24.7,16041.9,25205.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1281,1281,17060201,Salmon River,1030.927969,15.8,24.7,16287.9,25462.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1282,1282,17060201,Salmon River,497.9880311,15.65,24.4,7797.6,12157.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1283,1283,17060201,Salmon River,1085.715489,19.8,30.63,21499,33258.4,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1284,1284,17060201,Salmon River,1045.595409,20.06,30.7,20971.1,32094.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1285,1285,17060201,Salmon River,1038.810362,19.9,30.7,20670.3,31888.3,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1286,1286,17060201,Salmon River,749.1797006,19.1,29.6,14311.3,22178.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1287,1287,17060201,Salmon River,997.0156178,19.12,29.44,19069.5,29362.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1288,1288,17060201,Salmon River,992.8332123,19.34,29.64,19208.9,29439.1,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1289,1289,17060201,Salmon River,1261.634024,19.02,29.43,23997.8,37132.2,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1290,1290,17060201,Salmon River,1034.253282,19.1,29.5,19753,30508.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1291,1291,17060201,Salmon River,1023.467235,19.1,29.5,19549.3,30193.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1292,1292,17060201,Salmon River,1166.082955,19.9,30.8,23204.8,35915,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1293,1293,17060201,Salmon River,1018.632129,19.9,30.8,20273.1,31377.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1294,1294,17060201,Salmon River,1025.387632,19.96,30.8,20467.7,31583.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1295,1295,17060201,Salmon River,1042.21551,20,30.65,20841.6,31939.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1296,1296,17060201,Salmon River,982.6718654,19.92,30.7,19585.1,30183.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1297,1297,17060201,Salmon River,1005.262418,19.8,30.7,19909.7,30870,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1298,1298,17060201,Salmon River,854.8050562,19.9,30.73,17017.6,26279,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1299,1299,17060201,Salmon River,1029.519165,19.9,30.72,20487.4,31626.8,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1300,1300,17060201,Salmon River,497.6970875,25.9,39.6,12901.7,19726.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1301,1301,17060201,Salmon River,1023.450322,25.9,39.62,26509.2,40551.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1302,1302,17060201,Salmon River,993.8177948,25.9,39.66,25750.5,39431.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1303,1303,17060201,Salmon River,973.4996962,25.93,39.5,25259.8,38479,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1304,1304,17060201,Salmon River,971.7890736,26,39.6,25283.7,38509.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1305,1305,17060201,Salmon River,955.1788293,26,39.6,24857.1,37859.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1306,1306,17060201,Salmon River,992.3388692,25.96,39.6,25772.1,39313.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1307,1307,17060201,Salmon River,284.9745719,25.8,39.5,7360.4,11268.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1308,1308,17060201,Salmon River,957.8593106,25.8,39.5,24734,37867.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1309,1309,17060201,Salmon River,1007.495791,25.82,39.52,26020.2,39826.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1310,1310,17060201,Salmon River,1102.37503,26.1,39.9,28782.6,44001,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1311,1311,17060201,Salmon River,999.1195417,26.28,39.82,26266,39798.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1312,1312,17060201,Salmon River,998.7473013,26.4,39.8,26376.2,39764.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1313,1313,17060201,Salmon River,962.5994302,26.18,39.9,25221.3,38438.9,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1314,1314,17060201,Salmon River,981.30755,26.1,39.9,25626.8,39176.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1315,1315,17060201,Salmon River,953.8012279,26.1,39.9,24917.6,38092.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1316,1316,17060201,Salmon River,999.1166009,26.1,39.9,26086.1,39878.7,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1317,1317,17060201,Salmon River,1034.974845,26.1,39.96,27010.8,41354.5,1,1,Conf_Bedrock,CB,moderate,intact,moderate,moderate,NA
1318,1318,17060201,Salmon River,988.1490141,26.1,40,25803.2,39545.2,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1319,1319,17060201,Salmon River,539.885365,26.2,40,14155.5,21611.4,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1320,1320,17060201,Salmon River,964.6779308,26.2,40,25294.6,38617.7,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1321,1321,17060201,Salmon River,962.0254856,26.2,40,25226.1,38513.1,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1322,1322,17060201,Salmon River,970.1173421,26.2,40.1,25435.6,38930,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1323,1323,17060201,Salmon River,1012.312597,26.44,40.24,26770.7,40743.3,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1324,1324,17060201,Salmon River,954.6884485,26.5,40.3,25323.1,38510.2,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1325,1325,17060201,Salmon River,1038.612632,26.42,40.3,27436.5,41850.5,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
1326,1326,17060201,Salmon River,952.0873014,26.64,40.66,25388.4,38749.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1327,1327,17060201,Salmon River,994.4835961,27,41.2,26862,40989.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1328,1328,17060201,Salmon River,954.012053,27,41.2,25782.9,39342.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1329,1329,17060201,Salmon River,978.1800464,27,41.2,26427.4,40326.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1330,1330,17060201,Salmon River,977.634887,27.02,41.28,26432.4,40382.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1331,1331,17060201,Salmon River,996.1901878,27.1,41.3,27007.2,41158.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1332,1332,17060201,Salmon River,954.6447986,27.1,41.38,25895.5,39540.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1333,1333,17060201,Salmon River,965.3375314,27.1,41.4,26181.7,39997.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1334,1334,17060201,Salmon River,487.7276467,27.1,41.4,13229.5,20210.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1335,1335,17060201,Salmon River,959.0497501,27.13,41.42,26042.3,39759.4,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1336,1336,17060201,Salmon River,602.8042859,27.2,41.5,16413.6,25042.8,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1337,1337,17060201,Salmon River,470.4021871,27.2,41.5,12808.3,19542.1,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1338,1338,17060201,Salmon River,954.3045095,27.2,41.5,25982.2,39641.9,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1339,1339,17060201,Salmon River,972.0441712,28,42.8,27237.4,41634.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1340,1340,17060201,Salmon River,944.7809372,28,42.8,26483.4,40481.7,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1341,1341,17060201,Salmon River,956.9385422,28,42.8,26819.3,40995.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1342,1342,17060201,Salmon River,999.7239932,28.1,42.8,28102,42803,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1343,1343,17060201,Salmon River,1034.283102,28.1,42.8,29060.5,44262.9,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1344,1344,17060201,Salmon River,999.4138851,28.1,42.87,28093.2,42859.7,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1345,1345,17060201,NA,967.7820618,28.1,42.9,27215.9,41550.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1346,1346,17060201,Salmon River,860.86044,28.7,43.74,24728.6,37687.4,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1347,1347,17060201,Salmon River,987.4315093,28.7,43.8,28353.8,43271.6,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1348,1348,17060201,Salmon River,359.8667001,28.7,43.8,10339.7,15779.7,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1349,1349,17060201,Salmon River,1008.977184,28.76,43.8,29024.7,44203.2,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1350,1350,17060201,Salmon River,1033.024461,28.8,43.8,29748.5,45242.6,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1351,1351,17060201,Salmon River,1009.89135,28.8,43.86,29090.9,44303,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1352,1352,17060201,Salmon River,1054.929313,28.8,43.87,30371.4,46263.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1353,1353,17060201,Salmon River,1033.857343,28.8,43.8,29772.3,45278.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1354,1354,17060201,Salmon River,959.3579498,28.8,43.83,27654.7,42086.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1355,1355,17060201,Salmon River,975.5752476,28.8,43.9,28115.5,42856.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1356,1356,17060201,Salmon River,970.7797189,28.8,43.9,27979.3,42649,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
1357,1357,17060201,Salmon River,967.8708443,28.8,43.88,27896.8,42503.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
