visit.id,GU,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,med,mean,sd,med.suitable,mean.suitable,sd.suitable
2060,Pool,fuzzy,chinook,spawner,92.03,0,0,0.315,0.313,0.004,0.315,0.313,0.004
2060,Riffle,fuzzy,chinook,spawner,24.48,0,0,0.3,0.306,0.008,0.3,0.306,0.008
2060,Transition,fuzzy,chinook,spawner,633.63,0,0,0.315,0.314,0.011,0.315,0.314,0.011
2060,Bank,fuzzy,steelhead,spawner,633.8689999999999,0,0,0.093,0.103,0.027,0.093,0.103,0.027
2060,Glide-Run,fuzzy,steelhead,spawner,4084.021,0,0,0.204,0.189,0.044,0.204,0.189,0.044
2060,Margin Attached Bar,fuzzy,steelhead,spawner,1121.239,0,0,0.134,0.124,0.024,0.134,0.124,0.024
2060,Pocket Pool,fuzzy,steelhead,spawner,79.39,0,0,0.232,0.216,0.031,0.232,0.216,0.031
2060,Pool,fuzzy,steelhead,spawner,92.03,0,0,0.228,0.207,0.04,0.228,0.207,0.04
2060,Riffle,fuzzy,steelhead,spawner,24.48,0,0,0.232,0.215,0.035,0.232,0.215,0.035
2060,Transition,fuzzy,steelhead,spawner,633.63,0,0,0.14,0.14,0.015,0.14,0.14,0.015
2060,Bank,fuzzy,chinook,juvenile,633.8689999999999,186.019,208,0.24,0.28,0.205,NA,NA,NA
2060,Glide-Run,fuzzy,chinook,juvenile,4084.021,784.201,324,0.261,0.262,0.137,NA,NA,NA
2060,Margin Attached Bar,fuzzy,chinook,juvenile,1121.239,734.85,716,0.467,0.401,0.172,NA,NA,NA
2060,Pocket Pool,fuzzy,chinook,juvenile,79.39,0,0,0.179,0.171,0.086,NA,NA,NA
2060,Pool,fuzzy,chinook,juvenile,92.03,3.23,1,0.211,0.226,0.084,NA,NA,NA
2060,Riffle,fuzzy,chinook,juvenile,24.48,1.95,0,0.078,0.153,0.121,NA,NA,NA
2060,Transition,fuzzy,chinook,juvenile,633.63,491.84000000000003,565,0.484,0.467,0.092,NA,NA,NA
2061,Bank,nrei,steelhead,juvenile,127.311,24.817,15,-15.686,-3.044,44.581,NA,NA,NA
2061,Chute,nrei,steelhead,juvenile,18.83,13.837,9,62.369,47.499,35.463,NA,NA,NA
2061,Glide-Run,nrei,steelhead,juvenile,577.47,335.627,211,35.559,-5.91,108.307,NA,NA,NA
2061,Margin Attached Bar,nrei,steelhead,juvenile,232.487,51.866,27,-20.173,-32.381,112.099,NA,NA,NA
2061,Mid Channel Bar,nrei,steelhead,juvenile,45.79,13.018,7,19.62,20.991,44.389,NA,NA,NA
2061,Pocket Pool,nrei,steelhead,juvenile,20.24,6.147,7,-27.309,-20.856,46.835,NA,NA,NA
2061,Pool,nrei,steelhead,juvenile,314.59,244.145,218,53.544,21.086,86.112,NA,NA,NA
2061,Riffle,nrei,steelhead,juvenile,116.25,31.45,17,-25.859,-27.644,146.426,NA,NA,NA
2061,Transition,nrei,steelhead,juvenile,382.36,186.836,104,28.319,7.481,101.985,NA,NA,NA
2061,Bank,fuzzy,chinook,spawner,127.311,17.421,0,0.078,0.184,0.196,NA,NA,NA
2061,Chute,fuzzy,chinook,spawner,18.83,13.73,0,0.692,0.542,0.274,NA,NA,NA
2061,Glide-Run,fuzzy,chinook,spawner,577.47,168.978,1,0.209,0.286,0.242,NA,NA,NA
2061,Margin Attached Bar,fuzzy,chinook,spawner,232.487,38.61,0,0.078,0.201,0.211,NA,NA,NA
2061,Mid Channel Bar,fuzzy,chinook,spawner,45.79,12.66,1,0.078,0.271,0.256,NA,NA,NA
2061,Pocket Pool,fuzzy,chinook,spawner,20.24,4.8,0,0.078,0.236,0.269,NA,NA,NA
2061,Pool,fuzzy,chinook,spawner,314.59,185.7,9,0.544,0.457,0.264,NA,NA,NA
2061,Riffle,fuzzy,chinook,spawner,116.25,30.52,2,0.078,0.262,0.26,NA,NA,NA
2061,Transition,fuzzy,chinook,spawner,382.36,120.249,1,0.078,0.291,0.262,NA,NA,NA
2061,Bank,fuzzy,steelhead,spawner,127.311,17.421,2,0.078,0.184,0.196,NA,NA,NA
2061,Chute,fuzzy,steelhead,spawner,18.83,13.73,0,0.692,0.542,0.274,NA,NA,NA
2061,Glide-Run,fuzzy,steelhead,spawner,577.47,168.978,2,0.209,0.286,0.242,NA,NA,NA
2061,Margin Attached Bar,fuzzy,steelhead,spawner,232.487,38.61,0,0.078,0.201,0.211,NA,NA,NA
2061,Mid Channel Bar,fuzzy,steelhead,spawner,45.79,12.66,1,0.078,0.271,0.256,NA,NA,NA
2061,Pocket Pool,fuzzy,steelhead,spawner,20.24,4.8,0,0.078,0.236,0.269,NA,NA,NA
2061,Pool,fuzzy,steelhead,spawner,314.59,185.7,8,0.544,0.457,0.264,NA,NA,NA
2061,Riffle,fuzzy,steelhead,spawner,116.25,30.52,2,0.078,0.262,0.26,NA,NA,NA
2061,Transition,fuzzy,steelhead,spawner,382.36,120.249,4,0.078,0.291,0.262,NA,NA,NA
2061,Bank,fuzzy,chinook,juvenile,127.311,76.003,68,0.638,0.526,0.265,NA,NA,NA
2061,Chute,fuzzy,chinook,juvenile,18.83,16.04,16,0.547,0.572,0.198,NA,NA,NA
2061,Glide-Run,fuzzy,chinook,juvenile,577.47,277.06,303,0.377,0.41,0.285,NA,NA,NA
2061,Margin Attached Bar,fuzzy,chinook,juvenile,232.487,99.729,23,0.298,0.342,0.261,NA,NA,NA
2061,Mid Channel Bar,fuzzy,chinook,juvenile,45.79,17.08,17,0.253,0.333,0.274,NA,NA,NA
2061,Pocket Pool,fuzzy,chinook,juvenile,20.24,14.87,34,0.718,0.612,0.302,NA,NA,NA
2061,Pool,fuzzy,chinook,juvenile,314.59,163.819,288,0.421,0.454,0.291,NA,NA,NA
2061,Riffle,fuzzy,chinook,juvenile,116.25,92.88,64,0.653,0.57,0.236,NA,NA,NA
2061,Transition,fuzzy,chinook,juvenile,382.36,245.139,309,0.554,0.498,0.281,NA,NA,NA
2065,Bank,nrei,steelhead,juvenile,11.48,0.16,0,-32.528,-27.034,14.344,NA,NA,NA
2065,Glide-Run,nrei,steelhead,juvenile,1014.1619999999999,547.979,332,19.988,1.411,71.543,NA,NA,NA
2065,Margin Attached Bar,nrei,steelhead,juvenile,66.11,2.2800000000000002,2,-26.244,-21.412,15.004,NA,NA,NA
2065,Mid Channel Bar,nrei,steelhead,juvenile,5.69,0.38,0,-12.844,-12.35,8.431,NA,NA,NA
2065,Pocket Pool,nrei,steelhead,juvenile,25.73,23.32,17,44.378,31.73,46.678,NA,NA,NA
2065,Pool,nrei,steelhead,juvenile,107.87,81.28,44,61.185,38.634,58.033,NA,NA,NA
2065,Rapid,nrei,steelhead,juvenile,151.57,42.08,33,-32.665,-72.488,103.241,NA,NA,NA
2065,Riffle,nrei,steelhead,juvenile,92.62,76.59,38,46.919,33.005,50.158,NA,NA,NA
2065,Transition,nrei,steelhead,juvenile,221.687,46.971,22,-6.149,-3.722,22.877,NA,NA,NA
2065,Bank,fuzzy,chinook,spawner,11.48,0.03,0,0.229,0.178,0.076,NA,NA,NA
2065,Glide-Run,fuzzy,chinook,spawner,1014.1619999999999,82.603,1,0.287,0.289,0.067,NA,NA,NA
2065,Margin Attached Bar,fuzzy,chinook,spawner,66.11,0.1,0,0.229,0.213,0.058,NA,NA,NA
2065,Mid Channel Bar,fuzzy,chinook,spawner,5.69,NA,NA,NA,NA,NA,NA,NA,NA
2065,Pocket Pool,fuzzy,chinook,spawner,25.73,1.55,0,0.315,0.309,0.058,NA,NA,NA
2065,Pool,fuzzy,chinook,spawner,107.87,31.93,1,0.3,0.326,0.131,NA,NA,NA
2065,Rapid,fuzzy,chinook,spawner,151.57,34.02,0,0.3,0.321,0.099,NA,NA,NA
2065,Riffle,fuzzy,chinook,spawner,92.62,50.88,1,0.44,0.395,0.105,NA,NA,NA
2065,Transition,fuzzy,chinook,spawner,221.687,7.657,0,0.229,0.24,0.058,NA,NA,NA
2065,Bank,fuzzy,steelhead,spawner,11.48,0.03,0,0.078,0.085,0.041,NA,NA,NA
2065,Glide-Run,fuzzy,steelhead,spawner,1014.1619999999999,85.093,1,0.134,0.16,0.11,NA,NA,NA
2065,Margin Attached Bar,fuzzy,steelhead,spawner,66.11,0.15,0,0.078,0.098,0.059,NA,NA,NA
2065,Mid Channel Bar,fuzzy,steelhead,spawner,5.69,NA,NA,NA,NA,NA,NA,NA,NA
2065,Pocket Pool,fuzzy,steelhead,spawner,25.73,1.55,0,0.134,0.139,0.086,NA,NA,NA
2065,Pool,fuzzy,steelhead,spawner,107.87,30.54,2,0.107,0.225,0.182,NA,NA,NA
2065,Rapid,fuzzy,steelhead,spawner,151.57,33.88,0,0.229,0.246,0.155,NA,NA,NA
2065,Riffle,fuzzy,steelhead,spawner,92.62,44.65,1,0.391,0.319,0.152,NA,NA,NA
2065,Transition,fuzzy,steelhead,spawner,221.687,8.087,0,0.078,0.12,0.091,NA,NA,NA
2065,Bank,fuzzy,chinook,juvenile,11.48,0.56,0,0.078,0.124,0.128,NA,NA,NA
2065,Glide-Run,fuzzy,chinook,juvenile,1014.1619999999999,375.772,193,0.346,0.325,0.169,NA,NA,NA
2065,Margin Attached Bar,fuzzy,chinook,juvenile,66.11,3.18,0,0.078,0.124,0.114,NA,NA,NA
2065,Mid Channel Bar,fuzzy,chinook,juvenile,5.69,NA,NA,NA,NA,NA,NA,NA,NA
2065,Pocket Pool,fuzzy,chinook,juvenile,25.73,15.94,0,0.426,0.413,0.084,NA,NA,NA
2065,Pool,fuzzy,chinook,juvenile,107.87,96,290,0.603,0.599,0.178,NA,NA,NA
2065,Rapid,fuzzy,chinook,juvenile,151.57,32.72,12,0.23,0.247,0.166,NA,NA,NA
2065,Riffle,fuzzy,chinook,juvenile,92.62,57.94,25,0.437,0.42,0.131,NA,NA,NA
2065,Transition,fuzzy,chinook,juvenile,221.687,28.878,7,0.078,0.187,0.157,NA,NA,NA
2133,Bank,nrei,steelhead,juvenile,15.9,0.13,0,-30.326,-27.759,10.882,NA,NA,NA
2133,Glide-Run,nrei,steelhead,juvenile,58.907000000000004,2.61,3,-16.859,-20.035,24.628,NA,NA,NA
2133,Margin Attached Bar,nrei,steelhead,juvenile,7.83,0,0,-34.745,-34.042,2.478,NA,NA,NA
2133,Mid Channel Bar,nrei,steelhead,juvenile,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2133,Pocket Pool,nrei,steelhead,juvenile,3.63,1.29,2,3.306,-2.05,16.566,NA,NA,NA
2133,Pool,nrei,steelhead,juvenile,63.089999999999996,17.83,15,2.017,2.051,14.562,NA,NA,NA
2133,Rapid,nrei,steelhead,juvenile,9.59,0.13,0,-15.007,-17.17,14.115,NA,NA,NA
2133,Riffle,nrei,steelhead,juvenile,40.86,0.98,2,-18.289,-18.57,13.743,NA,NA,NA
2133,Transition,nrei,steelhead,juvenile,59.243,0.07,0,-24.705,-25.617,19.661,NA,NA,NA
2133,Bank,fuzzy,chinook,spawner,15.9,0.2,0,0.078,0.105,0.081,NA,NA,NA
2133,Glide-Run,fuzzy,chinook,spawner,58.907000000000004,12.09,0,0.174,0.224,0.158,NA,NA,NA
2133,Margin Attached Bar,fuzzy,chinook,spawner,7.83,0,0,0.078,0.079,0.017,NA,NA,NA
2133,Mid Channel Bar,fuzzy,chinook,spawner,0.04,NA,0,NA,NA,NA,NA,NA,NA
2133,Pocket Pool,fuzzy,chinook,spawner,3.63,2.66,0,0.453,0.434,0.145,NA,NA,NA
2133,Pool,fuzzy,chinook,spawner,63.089999999999996,27.72,0,0.385,0.368,0.17,NA,NA,NA
2133,Rapid,fuzzy,chinook,spawner,9.59,2.74,0,0.122,0.24,0.194,NA,NA,NA
2133,Riffle,fuzzy,chinook,spawner,40.86,3.2199999999999998,0,0.078,0.16,0.121,NA,NA,NA
2133,Transition,fuzzy,chinook,spawner,59.243,1.34,0,0.078,0.132,0.093,NA,NA,NA
2133,Bank,fuzzy,steelhead,spawner,15.9,0.2,0,0.078,0.102,0.08,NA,NA,NA
2133,Glide-Run,fuzzy,steelhead,spawner,58.907000000000004,12.09,0,0.099,0.218,0.162,NA,NA,NA
2133,Margin Attached Bar,fuzzy,steelhead,spawner,7.83,0,0,0.078,0.079,0.015,NA,NA,NA
2133,Mid Channel Bar,fuzzy,steelhead,spawner,0.04,NA,0,NA,NA,NA,NA,NA,NA
2133,Pocket Pool,fuzzy,steelhead,spawner,3.63,2.7,0,0.464,0.437,0.147,NA,NA,NA
2133,Pool,fuzzy,steelhead,spawner,63.089999999999996,27.72,0,0.385,0.368,0.17,NA,NA,NA
2133,Rapid,fuzzy,steelhead,spawner,9.59,2.74,0,0.122,0.24,0.194,NA,NA,NA
2133,Riffle,fuzzy,steelhead,spawner,40.86,3.2199999999999998,0,0.078,0.138,0.123,NA,NA,NA
2133,Transition,fuzzy,steelhead,spawner,59.243,1.34,0,0.078,0.125,0.092,NA,NA,NA
2133,Bank,fuzzy,chinook,juvenile,15.9,2.29,3,0.078,0.223,0.215,NA,NA,NA
2133,Glide-Run,fuzzy,chinook,juvenile,58.907000000000004,21.18,3,0.197,0.295,0.232,NA,NA,NA
2133,Margin Attached Bar,fuzzy,chinook,juvenile,7.83,0.13,0,0.078,0.106,0.089,NA,NA,NA
2133,Mid Channel Bar,fuzzy,chinook,juvenile,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2133,Pocket Pool,fuzzy,chinook,juvenile,3.63,3.32,2,0.634,0.593,0.117,NA,NA,NA
2133,Pool,fuzzy,chinook,juvenile,63.089999999999996,57.04,100,0.684,0.652,0.145,NA,NA,NA
2133,Rapid,fuzzy,chinook,juvenile,9.59,3.92,0,0.228,0.295,0.222,NA,NA,NA
2133,Riffle,fuzzy,chinook,juvenile,40.86,4.57,2,0.078,0.158,0.169,NA,NA,NA
2133,Transition,fuzzy,chinook,juvenile,59.243,13.51,1,0.078,0.227,0.217,NA,NA,NA
2140,Bank,nrei,steelhead,juvenile,210.28,10.17,8,-17.622,-7.797,29.333,NA,NA,NA
2140,Glide-Run,nrei,steelhead,juvenile,1339.532,246.79500000000002,191,10.213,9.018,38.325,NA,NA,NA
2140,Margin Attached Bar,nrei,steelhead,juvenile,247.729,0.165,0,-25.413,-23.09,11.614,NA,NA,NA
2140,Mid Channel Bar,nrei,steelhead,juvenile,73.724,0,0,-31.134,-38.921,36.496,NA,NA,NA
2140,Pocket Pool,nrei,steelhead,juvenile,47.57,14.31,21,30.081,16.45,51.018,NA,NA,NA
2140,Pool,nrei,steelhead,juvenile,712.27,275.135,161,37.997,38.573,32.544,NA,NA,NA
2140,Riffle,nrei,steelhead,juvenile,218.78,47.235,22,20.979,24.241,30.48,NA,NA,NA
2140,Transition,nrei,steelhead,juvenile,763.855,67.66,45,-2.553,2.004,29.785,NA,NA,NA
2140,Bank,fuzzy,chinook,spawner,210.28,NA,NA,NA,NA,NA,NA,NA,NA
2140,Glide-Run,fuzzy,chinook,spawner,1339.532,NA,NA,NA,NA,NA,NA,NA,NA
2140,Margin Attached Bar,fuzzy,chinook,spawner,247.729,NA,NA,NA,NA,NA,NA,NA,NA
2140,Mid Channel Bar,fuzzy,chinook,spawner,73.724,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pocket Pool,fuzzy,chinook,spawner,47.57,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pool,fuzzy,chinook,spawner,712.27,NA,NA,NA,NA,NA,NA,NA,NA
2140,Riffle,fuzzy,chinook,spawner,218.78,NA,NA,NA,NA,NA,NA,NA,NA
2140,Transition,fuzzy,chinook,spawner,763.855,NA,NA,NA,NA,NA,NA,NA,NA
2140,Bank,fuzzy,steelhead,spawner,210.28,NA,NA,NA,NA,NA,NA,NA,NA
2140,Glide-Run,fuzzy,steelhead,spawner,1339.532,NA,NA,NA,NA,NA,NA,NA,NA
2140,Margin Attached Bar,fuzzy,steelhead,spawner,247.729,NA,NA,NA,NA,NA,NA,NA,NA
2140,Mid Channel Bar,fuzzy,steelhead,spawner,73.724,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pocket Pool,fuzzy,steelhead,spawner,47.57,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pool,fuzzy,steelhead,spawner,712.27,NA,NA,NA,NA,NA,NA,NA,NA
2140,Riffle,fuzzy,steelhead,spawner,218.78,NA,NA,NA,NA,NA,NA,NA,NA
2140,Transition,fuzzy,steelhead,spawner,763.855,NA,NA,NA,NA,NA,NA,NA,NA
2140,Bank,fuzzy,chinook,juvenile,210.28,NA,NA,NA,NA,NA,NA,NA,NA
2140,Glide-Run,fuzzy,chinook,juvenile,1339.532,NA,NA,NA,NA,NA,NA,NA,NA
2140,Margin Attached Bar,fuzzy,chinook,juvenile,247.729,NA,NA,NA,NA,NA,NA,NA,NA
2140,Mid Channel Bar,fuzzy,chinook,juvenile,73.724,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pocket Pool,fuzzy,chinook,juvenile,47.57,NA,NA,NA,NA,NA,NA,NA,NA
2140,Pool,fuzzy,chinook,juvenile,712.27,NA,NA,NA,NA,NA,NA,NA,NA
2140,Riffle,fuzzy,chinook,juvenile,218.78,NA,NA,NA,NA,NA,NA,NA,NA
2140,Transition,fuzzy,chinook,juvenile,763.855,NA,NA,NA,NA,NA,NA,NA,NA
2141,Bank,nrei,steelhead,juvenile,2.801,0,0,-36.974,-37.183,1.59,NA,NA,NA
2141,Glide-Run,nrei,steelhead,juvenile,270.717,1.53,4,-23.16,-21.857,9.917,NA,NA,NA
2141,Margin Attached Bar,nrei,steelhead,juvenile,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2141,Mid Channel Bar,nrei,steelhead,juvenile,0.38,NA,NA,NA,NA,NA,NA,NA,NA
2141,Pocket Pool,nrei,steelhead,juvenile,9.57,0.47,1,-10.166,-11.353,11.373,NA,NA,NA
2141,Pool,nrei,steelhead,juvenile,39.269999999999996,0.14,1,-14.5,-14.652,7.235,NA,NA,NA
2141,Riffle,nrei,steelhead,juvenile,36.91,0.27,1,-24.506,-22.734,10.391,NA,NA,NA
2141,Transition,nrei,steelhead,juvenile,48.351,0,0,-32.922,-31.543,4.596,NA,NA,NA
2141,Bank,fuzzy,chinook,spawner,2.801,0,0,0.203,0.181,0.062,NA,NA,NA
2141,Glide-Run,fuzzy,chinook,spawner,270.717,0,0,0.078,0.133,0.072,NA,NA,NA
2141,Margin Attached Bar,fuzzy,chinook,spawner,0.04,0,0,0.203,0.203,0,NA,NA,NA
2141,Mid Channel Bar,fuzzy,chinook,spawner,0.38,0,0,0.078,0.078,0,NA,NA,NA
2141,Pocket Pool,fuzzy,chinook,spawner,9.57,2.85,0,0.222,0.266,0.174,NA,NA,NA
2141,Pool,fuzzy,chinook,spawner,39.269999999999996,0,0,0.242,0.239,0.021,NA,NA,NA
2141,Riffle,fuzzy,chinook,spawner,36.91,0.12,0,0.078,0.146,0.092,NA,NA,NA
2141,Transition,fuzzy,chinook,spawner,48.351,0,0,0.078,0.151,0.074,NA,NA,NA
2141,Bank,fuzzy,steelhead,spawner,2.801,0,0,0.078,0.078,0,NA,NA,NA
2141,Glide-Run,fuzzy,steelhead,spawner,270.717,0.03,0,0.078,0.088,0.039,NA,NA,NA
2141,Margin Attached Bar,fuzzy,steelhead,spawner,0.04,0,0,0.078,0.078,0,NA,NA,NA
2141,Mid Channel Bar,fuzzy,steelhead,spawner,0.38,0,0,0.078,0.078,0,NA,NA,NA
2141,Pocket Pool,fuzzy,steelhead,spawner,9.57,2.85,0,0.15,0.241,0.187,NA,NA,NA
2141,Pool,fuzzy,steelhead,spawner,39.269999999999996,0,0,0.078,0.119,0.063,NA,NA,NA
2141,Riffle,fuzzy,steelhead,spawner,36.91,0.72,0,0.078,0.12,0.09,NA,NA,NA
2141,Transition,fuzzy,steelhead,spawner,48.351,0,0,0.078,0.078,0.001,NA,NA,NA
2141,Bank,fuzzy,chinook,juvenile,2.801,0,0,0.078,0.078,0,NA,NA,NA
2141,Glide-Run,fuzzy,chinook,juvenile,270.717,4.55,10,0.078,0.1,0.08,NA,NA,NA
2141,Margin Attached Bar,fuzzy,chinook,juvenile,0.04,0,0,0.078,0.078,0,NA,NA,NA
2141,Mid Channel Bar,fuzzy,chinook,juvenile,0.38,0,0,0.078,0.078,0,NA,NA,NA
2141,Pocket Pool,fuzzy,chinook,juvenile,9.57,4.62,12,0.385,0.363,0.191,NA,NA,NA
2141,Pool,fuzzy,chinook,juvenile,39.269999999999996,19.53,3,0.4,0.392,0.089,NA,NA,NA
2141,Riffle,fuzzy,chinook,juvenile,36.91,2.17,0,0.078,0.132,0.112,NA,NA,NA
2141,Transition,fuzzy,chinook,juvenile,48.351,0,0,0.078,0.078,0.006,NA,NA,NA
2145,Bank,nrei,steelhead,juvenile,47.9,3.86,2,-16.031,-5.14,34.148,NA,NA,NA
2145,Cascade,nrei,steelhead,juvenile,87.2,19.76,24,-84.075,-105.282,116.146,NA,NA,NA
2145,Glide-Run,nrei,steelhead,juvenile,35.43,15.75,15,-26.603,-59.32,109.626,NA,NA,NA
2145,Margin Attached Bar,nrei,steelhead,juvenile,52.11,2.93,2,-20.551,-24.445,37.123,NA,NA,NA
2145,Mid Channel Bar,nrei,steelhead,juvenile,12.059999999999999,0.31,0,-21.92,-20.218,13.033,NA,NA,NA
2145,Pocket Pool,nrei,steelhead,juvenile,28.080000000000002,14.58,16,-11.319,-46.725,102.095,NA,NA,NA
2145,Pool,nrei,steelhead,juvenile,11.85,9.77,9,53.783,15.264,100.122,NA,NA,NA
2145,Rapid,nrei,steelhead,juvenile,487.119,152.53,148,-45.414,-94.725,133.371,NA,NA,NA
2145,Riffle,nrei,steelhead,juvenile,72.23,45.08,42,26.879,-4.035,76.389,NA,NA,NA
2145,Transition,nrei,steelhead,juvenile,184.67,51.45,33,-6.512,-30.418,100.777,NA,NA,NA
2145,Bank,fuzzy,chinook,spawner,47.9,2.7699999999999996,0,0.23,0.207,0.139,NA,NA,NA
2145,Cascade,fuzzy,chinook,spawner,87.2,15.920000000000002,0,0.289,0.309,0.133,NA,NA,NA
2145,Glide-Run,fuzzy,chinook,spawner,35.43,8.87,1,0.292,0.344,0.239,NA,NA,NA
2145,Margin Attached Bar,fuzzy,chinook,spawner,52.11,0.16999999999999998,0,0.23,0.186,0.075,NA,NA,NA
2145,Mid Channel Bar,fuzzy,chinook,spawner,12.059999999999999,0.17,0,0.078,0.103,0.072,NA,NA,NA
2145,Pocket Pool,fuzzy,chinook,spawner,28.080000000000002,8.78,0,0.3,0.394,0.167,NA,NA,NA
2145,Pool,fuzzy,chinook,spawner,11.85,5.81,1,0.394,0.396,0.277,NA,NA,NA
2145,Rapid,fuzzy,chinook,spawner,487.119,125.66,1,0.3,0.338,0.166,NA,NA,NA
2145,Riffle,fuzzy,chinook,spawner,72.23,23.9,1,0.3,0.386,0.194,NA,NA,NA
2145,Transition,fuzzy,chinook,spawner,184.67,28.560000000000002,0,0.233,0.261,0.152,NA,NA,NA
2145,Bank,fuzzy,steelhead,spawner,47.9,2.78,0,0.078,0.129,0.144,NA,NA,NA
2145,Cascade,fuzzy,steelhead,spawner,87.2,15.920000000000002,1,0.213,0.232,0.173,NA,NA,NA
2145,Glide-Run,fuzzy,steelhead,spawner,35.43,8.87,1,0.218,0.299,0.259,NA,NA,NA
2145,Margin Attached Bar,fuzzy,steelhead,spawner,52.11,0.16999999999999998,0,0.078,0.089,0.044,NA,NA,NA
2145,Mid Channel Bar,fuzzy,steelhead,spawner,12.059999999999999,0.17,0,0.078,0.095,0.066,NA,NA,NA
2145,Pocket Pool,fuzzy,steelhead,spawner,28.080000000000002,8.33,1,0.212,0.293,0.234,NA,NA,NA
2145,Pool,fuzzy,steelhead,spawner,11.85,5.81,1,0.394,0.396,0.277,NA,NA,NA
2145,Rapid,fuzzy,steelhead,spawner,487.119,123.89,1,0.23,0.275,0.203,NA,NA,NA
2145,Riffle,fuzzy,steelhead,spawner,72.23,23.9,1,0.138,0.287,0.259,NA,NA,NA
2145,Transition,fuzzy,steelhead,spawner,184.67,28.85,0,0.078,0.194,0.178,NA,NA,NA
2145,Bank,fuzzy,chinook,juvenile,47.9,5.15,12,0.078,0.183,0.19,NA,NA,NA
2145,Cascade,fuzzy,chinook,juvenile,87.2,4.84,1,0.122,0.18,0.122,NA,NA,NA
2145,Glide-Run,fuzzy,chinook,juvenile,35.43,7.32,10,0.169,0.238,0.184,NA,NA,NA
2145,Margin Attached Bar,fuzzy,chinook,juvenile,52.11,0.9,1,0.078,0.124,0.093,NA,NA,NA
2145,Mid Channel Bar,fuzzy,chinook,juvenile,12.059999999999999,0,0,0.078,0.087,0.039,NA,NA,NA
2145,Pocket Pool,fuzzy,chinook,juvenile,28.080000000000002,6.25,5,0.269,0.271,0.153,NA,NA,NA
2145,Pool,fuzzy,chinook,juvenile,11.85,4,12,0.304,0.32,0.232,NA,NA,NA
2145,Rapid,fuzzy,chinook,juvenile,487.119,70.899,60,0.166,0.217,0.162,NA,NA,NA
2145,Riffle,fuzzy,chinook,juvenile,72.23,19.5,7,0.312,0.299,0.152,NA,NA,NA
2145,Transition,fuzzy,chinook,juvenile,184.67,29.011,18,0.119,0.213,0.167,NA,NA,NA
2153,Bank,nrei,steelhead,juvenile,525.24,124.65599999999999,46,2.747,6.87,43.121,NA,NA,NA
2153,Chute,nrei,steelhead,juvenile,22.55,12.94,14,-5.442,-27.499,69.696,NA,NA,NA
2153,Glide-Run,nrei,steelhead,juvenile,3985.3289999999997,1685.5249999999999,1256,-140.615,-96.706,128.297,NA,NA,NA
2153,Margin Attached Bar,nrei,steelhead,juvenile,508.51,89.863,34,-1.191,0.624,46.327,NA,NA,NA
2153,Pocket Pool,nrei,steelhead,juvenile,53.88,20.254,14,-162.343,-104.272,118.813,NA,NA,NA
2153,Pool,nrei,steelhead,juvenile,346.91,184.262,223,19.443,-45.346,114.53,NA,NA,NA
2153,Riffle,nrei,steelhead,juvenile,834,562.668,455,26.228,-20.216,90.898,NA,NA,NA
2153,Transition,nrei,steelhead,juvenile,904.019,521.74,264,43.343,19.743,71.197,NA,NA,NA
2153,Bank,fuzzy,chinook,spawner,525.24,0,0,0.234,0.25,0.026,0.234,0.25,0.026
2153,Chute,fuzzy,chinook,spawner,22.55,0,0,0.3,0.3,0.001,0.3,0.3,0.001
2153,Glide-Run,fuzzy,chinook,spawner,3985.3289999999997,0,0,0.3,0.295,0.016,0.3,0.295,0.016
2153,Margin Attached Bar,fuzzy,chinook,spawner,508.51,0,0,0.23,0.246,0.024,0.23,0.246,0.024
2153,Pocket Pool,fuzzy,chinook,spawner,53.88,0,0,0.3,0.3,0,0.3,0.3,0
2153,Pool,fuzzy,chinook,spawner,346.91,0,0,0.3,0.297,0.012,0.3,0.297,0.012
2153,Riffle,fuzzy,chinook,spawner,834,0,0,0.3,0.295,0.016,0.3,0.295,0.016
2153,Transition,fuzzy,chinook,spawner,904.019,0,0,0.292,0.275,0.028,0.292,0.275,0.028
2153,Bank,fuzzy,steelhead,spawner,525.24,0,0,0.078,0.079,0.012,0.078,0.079,0.012
2153,Chute,fuzzy,steelhead,spawner,22.55,0,0,0.078,0.083,0.013,0.078,0.083,0.013
2153,Glide-Run,fuzzy,steelhead,spawner,3985.3289999999997,0,0,0.144,0.148,0.069,0.144,0.148,0.069
2153,Margin Attached Bar,fuzzy,steelhead,spawner,508.51,0,0,0.078,0.08,0.015,0.078,0.08,0.015
2153,Pocket Pool,fuzzy,steelhead,spawner,53.88,0,0,0.215,0.169,0.069,0.215,0.169,0.069
2153,Pool,fuzzy,steelhead,spawner,346.91,0,0,0.14,0.146,0.068,0.14,0.146,0.068
2153,Riffle,fuzzy,steelhead,spawner,834,0,0,0.078,0.112,0.053,0.078,0.112,0.053
