visit.id,UnitForm,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,med,mean,sd,med.suitable,mean.suitable,sd.suitable
2021,Bowl Transition,nrei,steelhead,juvenile,45.38,1.6600000000000001,3,-216.629,-255.826,146.371,NA,NA,NA
2021,Mound,nrei,steelhead,juvenile,110.05,59.97,29,33.282,13.706,70.579,NA,NA,NA
2021,Mound Transition,nrei,steelhead,juvenile,91.55,53.82,36,28.316,-15.243,96.289,NA,NA,NA
2021,Plane,nrei,steelhead,juvenile,221.28,85.2,51,-72.015,-73.148,116.025,NA,NA,NA
2021,Saddle,nrei,steelhead,juvenile,32.94,13.25,7,-93.704,-95.248,137.242,NA,NA,NA
2021,Trough,nrei,steelhead,juvenile,230.35999999999999,55.86,54,-154.896,-122.233,121.221,NA,NA,NA
2021,Wall,nrei,steelhead,juvenile,143.56,57.75,42,26.245,25.921,40.607,NA,NA,NA
2021,Bowl,fuzzy,chinook,spawner,165.21,112.45,2,0.589,0.566,0.19,NA,NA,NA
2021,Bowl Transition,fuzzy,chinook,spawner,45.38,6.01,0,0.3,0.343,0.104,NA,NA,NA
2021,Mound,fuzzy,chinook,spawner,110.05,33.97,1,0.376,0.372,0.262,NA,NA,NA
2021,Mound Transition,fuzzy,chinook,spawner,91.55,41.56,0,0.474,0.459,0.216,NA,NA,NA
2021,Plane,fuzzy,chinook,spawner,221.28,125.86,4,0.502,0.496,0.164,NA,NA,NA
2021,Saddle,fuzzy,chinook,spawner,32.94,19.32,0,0.518,0.52,0.206,NA,NA,NA
2021,Trough,fuzzy,chinook,spawner,230.35999999999999,107.37,3,0.403,0.453,0.168,NA,NA,NA
2021,Wall,fuzzy,chinook,spawner,143.56,26.611,0,0.239,0.3,0.233,NA,NA,NA
2021,Bowl,fuzzy,steelhead,spawner,165.21,112.45,5,0.589,0.566,0.19,NA,NA,NA
2021,Bowl Transition,fuzzy,steelhead,spawner,45.38,6.01,0,0.3,0.343,0.104,NA,NA,NA
2021,Mound,fuzzy,steelhead,spawner,110.05,33.97,1,0.376,0.372,0.262,NA,NA,NA
2021,Mound Transition,fuzzy,steelhead,spawner,91.55,41.56,1,0.474,0.459,0.216,NA,NA,NA
2021,Plane,fuzzy,steelhead,spawner,221.28,125.86,3,0.502,0.496,0.164,NA,NA,NA
2021,Saddle,fuzzy,steelhead,spawner,32.94,19.32,1,0.518,0.52,0.206,NA,NA,NA
2021,Trough,fuzzy,steelhead,spawner,230.35999999999999,107.37,4,0.403,0.453,0.168,NA,NA,NA
2021,Wall,fuzzy,steelhead,spawner,143.56,26.611,0,0.239,0.3,0.233,NA,NA,NA
2021,Bowl,fuzzy,chinook,juvenile,165.21,24.14,22,0.087,0.207,0.19,NA,NA,NA
2021,Bowl Transition,fuzzy,chinook,juvenile,45.38,0.44,0,0.078,0.087,0.051,NA,NA,NA
2021,Mound,fuzzy,chinook,juvenile,110.05,24.98,29,0.241,0.309,0.242,NA,NA,NA
2021,Mound Transition,fuzzy,chinook,juvenile,91.55,15.28,28,0.156,0.26,0.222,NA,NA,NA
2021,Plane,fuzzy,chinook,juvenile,221.28,27.46,42,0.086,0.189,0.196,NA,NA,NA
2021,Saddle,fuzzy,chinook,juvenile,32.94,2.4899999999999998,0,0.086,0.152,0.126,NA,NA,NA
2021,Trough,fuzzy,chinook,juvenile,230.35999999999999,14.41,15,0.082,0.139,0.149,NA,NA,NA
2021,Wall,fuzzy,chinook,juvenile,143.56,38.951,14,0.445,0.407,0.271,NA,NA,NA
2026,Bowl,nrei,steelhead,juvenile,790.55,672.442,252,68.476,56.409,37.258,NA,NA,NA
2026,Bowl Transition,nrei,steelhead,juvenile,290.88,159.084,95,40.645,11.922,72.037,NA,NA,NA
2026,Mound,nrei,steelhead,juvenile,347.611,13.604000000000001,7,-23.32,-15.5,25.155,NA,NA,NA
2026,Mound Transition,nrei,steelhead,juvenile,291.83,26.425,7,-11.112,-5.792,27.451,NA,NA,NA
2026,Plane,nrei,steelhead,juvenile,963.73,249.61700000000002,86,7.036,9.07,30.517,NA,NA,NA
2026,Saddle,nrei,steelhead,juvenile,101.48,9.512,5,7.372,9.522,19.627,NA,NA,NA
2026,Trough,nrei,steelhead,juvenile,1233.1599999999999,838.741,354,42.716,34.648,40.593,NA,NA,NA
2026,Wall,nrei,steelhead,juvenile,325.478,11.610999999999999,4,-24.367,-18.558,18.129,NA,NA,NA
2026,Bowl,fuzzy,chinook,spawner,790.55,312.77,8,0.344,0.359,0.13,NA,NA,NA
2026,Bowl Transition,fuzzy,chinook,spawner,290.88,48.27,0,0.3,0.303,0.074,NA,NA,NA
2026,Mound,fuzzy,chinook,spawner,347.611,0.81,0,0.213,0.188,0.071,NA,NA,NA
2026,Mound Transition,fuzzy,chinook,spawner,291.83,5.53,0,0.22,0.216,0.072,NA,NA,NA
2026,Plane,fuzzy,chinook,spawner,963.73,70.49,0,0.239,0.267,0.087,NA,NA,NA
2026,Saddle,fuzzy,chinook,spawner,101.48,20.34,0,0.261,0.297,0.087,NA,NA,NA
2026,Trough,fuzzy,chinook,spawner,1233.1599999999999,338.08,5,0.309,0.335,0.106,NA,NA,NA
2026,Wall,fuzzy,chinook,spawner,325.478,1.27,0,0.22,0.187,0.078,NA,NA,NA
2026,Bowl,fuzzy,steelhead,spawner,790.55,223.74,6,0.318,0.291,0.176,NA,NA,NA
2026,Bowl Transition,fuzzy,steelhead,spawner,290.88,11.77,0,0.078,0.176,0.125,NA,NA,NA
2026,Mound,fuzzy,steelhead,spawner,347.611,0.8,0,0.078,0.1,0.06,NA,NA,NA
2026,Mound Transition,fuzzy,steelhead,spawner,291.83,7,0,0.078,0.129,0.094,NA,NA,NA
2026,Plane,fuzzy,steelhead,spawner,963.73,81.82,0,0.134,0.193,0.133,NA,NA,NA
2026,Saddle,fuzzy,steelhead,spawner,101.48,19.79,0,0.14,0.228,0.14,NA,NA,NA
2026,Trough,fuzzy,steelhead,spawner,1233.1599999999999,198.7,7,0.281,0.257,0.159,NA,NA,NA
2026,Wall,fuzzy,steelhead,spawner,325.478,1.8,0,0.078,0.118,0.074,NA,NA,NA
2026,Bowl,fuzzy,chinook,juvenile,790.55,708.55,1101,0.61,0.615,0.185,NA,NA,NA
2026,Bowl Transition,fuzzy,chinook,juvenile,290.88,132.51,58,0.375,0.362,0.183,NA,NA,NA
2026,Mound,fuzzy,chinook,juvenile,347.611,46.92,48,0.078,0.193,0.209,NA,NA,NA
2026,Mound Transition,fuzzy,chinook,juvenile,291.83,83.78,65,0.078,0.262,0.241,NA,NA,NA
2026,Plane,fuzzy,chinook,juvenile,963.73,392.221,293,0.324,0.33,0.232,NA,NA,NA
2026,Saddle,fuzzy,chinook,juvenile,101.48,38.34,0,0.347,0.317,0.175,NA,NA,NA
2026,Trough,fuzzy,chinook,juvenile,1233.1599999999999,855.8100000000001,731,0.501,0.476,0.198,NA,NA,NA
2026,Wall,fuzzy,chinook,juvenile,325.478,92.698,28,0.312,0.323,0.239,NA,NA,NA
2027,Bowl,nrei,steelhead,juvenile,1512.05,1305.922,507,72.74,60.395,35.603,NA,NA,NA
2027,Bowl Transition,nrei,steelhead,juvenile,1086.64,871.886,487,55.381,40.687,42.974,NA,NA,NA
2027,Mound,nrei,steelhead,juvenile,466.983,3.8609999999999998,3,-28.414,-25.368,12.365,NA,NA,NA
2027,Mound Transition,nrei,steelhead,juvenile,750.23,36.571999999999996,15,-25.525,-16.225,21.982,NA,NA,NA
2027,Plane,nrei,steelhead,juvenile,2537.728,955.364,304,16.529,14.133,32.289,NA,NA,NA
2027,Trough,nrei,steelhead,juvenile,2956.4410000000003,2116.103,806,56.71,43.666,37.624,NA,NA,NA
2027,Wall,nrei,steelhead,juvenile,578.746,76.697,24,-8.638,-1.464,33.192,NA,NA,NA
2027,Bowl,fuzzy,chinook,spawner,1512.05,623.66,8,0.336,0.35,0.139,NA,NA,NA
2027,Bowl Transition,fuzzy,chinook,spawner,1086.64,476.74,22,0.3,0.376,0.16,NA,NA,NA
2027,Mound,fuzzy,chinook,spawner,466.983,0,0,0.078,0.135,0.074,NA,NA,NA
2027,Mound Transition,fuzzy,chinook,spawner,750.23,2.45,0,0.078,0.135,0.084,NA,NA,NA
2027,Plane,fuzzy,chinook,spawner,2537.728,291.161,1,0.23,0.218,0.13,NA,NA,NA
2027,Trough,fuzzy,chinook,spawner,2956.4410000000003,881.889,10,0.3,0.316,0.151,NA,NA,NA
2027,Wall,fuzzy,chinook,spawner,578.746,6.631,0,0.23,0.195,0.098,NA,NA,NA
2027,Bowl,fuzzy,steelhead,spawner,1512.05,623.66,8,0.336,0.281,0.191,NA,NA,NA
2027,Bowl Transition,fuzzy,steelhead,spawner,1086.64,476.74,26,0.235,0.3,0.22,NA,NA,NA
2027,Mound,fuzzy,steelhead,spawner,466.983,0,0,0.078,0.094,0.046,NA,NA,NA
2027,Mound Transition,fuzzy,steelhead,spawner,750.23,2.45,0,0.078,0.107,0.071,NA,NA,NA
2027,Plane,fuzzy,steelhead,spawner,2537.728,291.161,1,0.087,0.189,0.137,NA,NA,NA
2027,Trough,fuzzy,steelhead,spawner,2956.4410000000003,881.889,23,0.286,0.272,0.18,NA,NA,NA
2027,Wall,fuzzy,steelhead,spawner,578.746,6.631,0,0.078,0.13,0.097,NA,NA,NA
2027,Bowl,fuzzy,chinook,juvenile,1512.05,1442.47,1496,0.585,0.597,0.131,NA,NA,NA
2027,Bowl Transition,fuzzy,chinook,juvenile,1086.64,707.54,444,0.449,0.446,0.181,NA,NA,NA
2027,Mound,fuzzy,chinook,juvenile,466.983,36.62,28,0.078,0.158,0.161,NA,NA,NA
2027,Mound Transition,fuzzy,chinook,juvenile,750.23,140.822,116,0.078,0.21,0.214,NA,NA,NA
2027,Plane,fuzzy,chinook,juvenile,2537.728,1422.817,1198,0.464,0.413,0.247,NA,NA,NA
2027,Trough,fuzzy,chinook,juvenile,2956.4410000000003,2342.859,2833,0.57,0.541,0.209,NA,NA,NA
2027,Wall,fuzzy,chinook,juvenile,578.746,185.602,208,0.44,0.399,0.258,NA,NA,NA
2028,Bowl,nrei,steelhead,juvenile,399.98,391.28000000000003,146,76.324,69.977,20.422,NA,NA,NA
2028,Bowl Transition,nrei,steelhead,juvenile,692.58,629.4,301,53.763,45.627,33.368,NA,NA,NA
2028,Mound,nrei,steelhead,juvenile,375.063,5.989999999999999,1,-28.271,-24.767,11.763,NA,NA,NA
2028,Mound Transition,nrei,steelhead,juvenile,447.03999999999996,56.74,20,-15.803,-11.756,18.556,NA,NA,NA
2028,Plane,nrei,steelhead,juvenile,1133.55,520.5989999999999,187,8.708,9.172,24.093,NA,NA,NA
2028,Trough,nrei,steelhead,juvenile,1226.59,1024.401,388,37.792,35.702,24.338,NA,NA,NA
2028,Wall,nrei,steelhead,juvenile,193.847,16.98,4,-19.107,-13.073,22.372,NA,NA,NA
2028,Bowl,fuzzy,chinook,spawner,399.98,197.3,9,0.398,0.422,0.131,NA,NA,NA
2028,Bowl Transition,fuzzy,chinook,spawner,692.58,257.11,1,0.3,0.36,0.105,NA,NA,NA
2028,Mound,fuzzy,chinook,spawner,375.063,3.1999999999999997,0,0.078,0.119,0.075,NA,NA,NA
2028,Mound Transition,fuzzy,chinook,spawner,447.03999999999996,21.02,0,0.083,0.167,0.113,NA,NA,NA
2028,Plane,fuzzy,chinook,spawner,1133.55,169.96,3,0.243,0.261,0.133,NA,NA,NA
2028,Trough,fuzzy,chinook,spawner,1226.59,482.12,7,0.339,0.357,0.128,NA,NA,NA
2028,Wall,fuzzy,chinook,spawner,193.847,5.6899999999999995,0,0.23,0.198,0.109,NA,NA,NA
2028,Bowl,fuzzy,steelhead,spawner,399.98,197.3,12,0.398,0.362,0.204,NA,NA,NA
2028,Bowl Transition,fuzzy,steelhead,spawner,692.58,257.11,1,0.161,0.26,0.191,NA,NA,NA
2028,Mound,fuzzy,steelhead,spawner,375.063,3.1999999999999997,0,0.078,0.089,0.052,NA,NA,NA
2028,Mound Transition,fuzzy,steelhead,spawner,447.03999999999996,21.02,0,0.078,0.125,0.109,NA,NA,NA
2028,Plane,fuzzy,steelhead,spawner,1133.55,169.96,6,0.084,0.206,0.161,NA,NA,NA
2028,Trough,fuzzy,steelhead,spawner,1226.59,482.12,10,0.339,0.295,0.189,NA,NA,NA
2028,Wall,fuzzy,steelhead,spawner,193.847,5.6899999999999995,0,0.078,0.123,0.11,NA,NA,NA
2028,Bowl,fuzzy,chinook,juvenile,399.98,377.26,722,0.614,0.621,0.131,NA,NA,NA
2028,Bowl Transition,fuzzy,chinook,juvenile,692.58,530.92,271,0.471,0.474,0.131,NA,NA,NA
2028,Mound,fuzzy,chinook,juvenile,375.063,12.99,5,0.078,0.106,0.092,NA,NA,NA
2028,Mound Transition,fuzzy,chinook,juvenile,447.03999999999996,47.660000000000004,29,0.078,0.179,0.157,NA,NA,NA
2028,Plane,fuzzy,chinook,juvenile,1133.55,393.249,329,0.325,0.321,0.199,NA,NA,NA
2028,Trough,fuzzy,chinook,juvenile,1226.59,922.061,725,0.468,0.477,0.166,NA,NA,NA
2028,Wall,fuzzy,chinook,juvenile,193.847,40.34,59,0.137,0.28,0.241,NA,NA,NA
2051,Bowl,nrei,steelhead,juvenile,154.29,116.41,72,54.471,28.555,76.406,NA,NA,NA
2051,Bowl Transition,nrei,steelhead,juvenile,20.69,5.26,7,-26.319,-115.372,205.383,NA,NA,NA
2051,Mound,nrei,steelhead,juvenile,83.808,8.749,6,-19.922,-20.796,46.584,NA,NA,NA
2051,Mound Transition,nrei,steelhead,juvenile,58.07,18.89,4,3.372,-3.224,62.766,NA,NA,NA
2051,Plane,nrei,steelhead,juvenile,133.03,52.259,29,11.775,-12.796,112.205,NA,NA,NA
2051,Saddle,nrei,steelhead,juvenile,87.53,39.61,24,13.277,-32.008,103.858,NA,NA,NA
2051,Trough,nrei,steelhead,juvenile,184.78,105.94,74,39.694,-8.904,133.085,NA,NA,NA
2051,Wall,nrei,steelhead,juvenile,73.131,10.482000000000001,2,-14.512,-7.263,42.355,NA,NA,NA
2051,Bowl,fuzzy,chinook,spawner,154.29,83.47,2,0.464,0.429,0.299,NA,NA,NA
2051,Bowl Transition,fuzzy,chinook,spawner,20.69,5.9,0,0.3,0.321,0.244,NA,NA,NA
2051,Mound,fuzzy,chinook,spawner,83.808,5.69,0,0.078,0.13,0.137,NA,NA,NA
2051,Mound Transition,fuzzy,chinook,spawner,58.07,12.209999999999999,0,0.078,0.217,0.214,NA,NA,NA
2051,Plane,fuzzy,chinook,spawner,133.03,33.480000000000004,0,0.078,0.254,0.233,NA,NA,NA
2051,Saddle,fuzzy,chinook,spawner,87.53,45.4,1,0.421,0.446,0.273,NA,NA,NA
2051,Trough,fuzzy,chinook,spawner,184.78,79.34,3,0.3,0.377,0.278,NA,NA,NA
2051,Wall,fuzzy,chinook,spawner,73.131,11.561,0,0.078,0.201,0.211,NA,NA,NA
2051,Bowl,fuzzy,steelhead,spawner,154.29,83.47,3,0.464,0.429,0.299,NA,NA,NA
2051,Bowl Transition,fuzzy,steelhead,spawner,20.69,5.9,1,0.3,0.321,0.244,NA,NA,NA
2051,Mound,fuzzy,steelhead,spawner,83.808,5.69,0,0.078,0.13,0.137,NA,NA,NA
2051,Mound Transition,fuzzy,steelhead,spawner,58.07,12.209999999999999,0,0.078,0.217,0.214,NA,NA,NA
2051,Plane,fuzzy,steelhead,spawner,133.03,33.480000000000004,0,0.078,0.254,0.233,NA,NA,NA
2051,Saddle,fuzzy,steelhead,spawner,87.53,45.4,3,0.421,0.446,0.273,NA,NA,NA
2051,Trough,fuzzy,steelhead,spawner,184.78,79.34,2,0.3,0.377,0.278,NA,NA,NA
2051,Wall,fuzzy,steelhead,spawner,73.131,11.561,0,0.078,0.201,0.211,NA,NA,NA
2051,Bowl,fuzzy,chinook,juvenile,154.29,101.25999999999999,137,0.555,0.496,0.263,NA,NA,NA
2051,Bowl Transition,fuzzy,chinook,juvenile,20.69,9.26,9,0.242,0.361,0.287,NA,NA,NA
2051,Mound,fuzzy,chinook,juvenile,83.808,17.099,3,0.078,0.227,0.22,NA,NA,NA
2051,Mound Transition,fuzzy,chinook,juvenile,58.07,25.35,29,0.309,0.359,0.279,NA,NA,NA
2051,Plane,fuzzy,chinook,juvenile,133.03,60.82,71,0.33,0.366,0.283,NA,NA,NA
2051,Saddle,fuzzy,chinook,juvenile,87.53,16.51,7,0.106,0.225,0.191,NA,NA,NA
2051,Trough,fuzzy,chinook,juvenile,184.78,92.42999999999999,100,0.402,0.403,0.262,NA,NA,NA
2051,Wall,fuzzy,chinook,juvenile,73.131,21.872,11,0.19,0.318,0.267,NA,NA,NA
2056,Bowl,nrei,steelhead,juvenile,445.59,425.59,176,76.705,67.425,27.982,NA,NA,NA
2056,Bowl Transition,nrei,steelhead,juvenile,592.92,460.237,220,51.703,34.544,56.583,NA,NA,NA
2056,Mound,nrei,steelhead,juvenile,1.79,0,0,-36.731,-28.928,12.904,NA,NA,NA
2056,Mound Transition,nrei,steelhead,juvenile,51.311,0.4,2,-13.041,-14.791,11.4,NA,NA,NA
2056,Plane,nrei,steelhead,juvenile,699.918,113.649,45,-11.097,-7.806,23.23,NA,NA,NA
2056,Saddle,nrei,steelhead,juvenile,9.97,9.97,2,54.523,54.126,10.928,NA,NA,NA
2056,Trough,nrei,steelhead,juvenile,1143.781,645.933,214,35.43,28.916,36.422,NA,NA,NA
2056,Wall,nrei,steelhead,juvenile,13.771,0.04,0,-34.967,-32.204,7.968,NA,NA,NA
2056,Bowl,fuzzy,chinook,spawner,445.59,1.07,0,0.3,0.298,0.018,NA,NA,NA
2056,Bowl Transition,fuzzy,chinook,spawner,592.92,0.06,0,0.3,0.29,0.029,NA,NA,NA
2056,Mound,fuzzy,chinook,spawner,1.79,0,0,0.23,0.232,0.004,NA,NA,NA
2056,Mound Transition,fuzzy,chinook,spawner,51.311,0,0,0.23,0.222,0.038,NA,NA,NA
2056,Plane,fuzzy,chinook,spawner,699.918,0,0,0.23,0.237,0.027,NA,NA,NA
2056,Saddle,fuzzy,chinook,spawner,9.97,0,0,0.3,0.298,0.006,NA,NA,NA
2056,Trough,fuzzy,chinook,spawner,1143.781,0,0,0.27,0.266,0.036,NA,NA,NA
2056,Wall,fuzzy,chinook,spawner,13.771,0,0,0.23,0.221,0.037,NA,NA,NA
2056,Bowl,fuzzy,steelhead,spawner,445.59,1.07,0,0.078,0.092,0.037,NA,NA,NA
2056,Bowl Transition,fuzzy,steelhead,spawner,592.92,0.06,0,0.078,0.118,0.064,NA,NA,NA
2056,Mound,fuzzy,steelhead,spawner,1.79,0,0,0.078,0.078,0,NA,NA,NA
2056,Mound Transition,fuzzy,steelhead,spawner,51.311,0,0,0.078,0.078,0,NA,NA,NA
2056,Plane,fuzzy,steelhead,spawner,699.918,0,0,0.078,0.078,0.008,NA,NA,NA
2056,Saddle,fuzzy,steelhead,spawner,9.97,0,0,0.078,0.078,0,NA,NA,NA
2056,Trough,fuzzy,steelhead,spawner,1143.781,0,0,0.078,0.085,0.028,NA,NA,NA
2056,Wall,fuzzy,steelhead,spawner,13.771,0,0,0.078,0.078,0,NA,NA,NA
2056,Bowl,fuzzy,chinook,juvenile,445.59,433.65999999999997,464,0.569,0.565,0.071,NA,NA,NA
2056,Bowl Transition,fuzzy,chinook,juvenile,592.92,424.488,345,0.485,0.475,0.164,NA,NA,NA
2056,Mound,fuzzy,chinook,juvenile,1.79,0.02,0,0.078,0.153,0.13,NA,NA,NA
2056,Mound Transition,fuzzy,chinook,juvenile,51.311,0.45,0,0.078,0.126,0.083,NA,NA,NA
2056,Plane,fuzzy,chinook,juvenile,699.918,131.40800000000002,59,0.078,0.21,0.178,NA,NA,NA
2056,Saddle,fuzzy,chinook,juvenile,9.97,7.96,0,0.452,0.452,0.05,NA,NA,NA
2056,Trough,fuzzy,chinook,juvenile,1143.781,714.413,698,0.464,0.417,0.194,NA,NA,NA
2056,Wall,fuzzy,chinook,juvenile,13.771,0,0,0.078,0.094,0.049,NA,NA,NA
2060,Bowl,nrei,steelhead,juvenile,171.42,34.265,40,-162.209,-134.352,89.223,NA,NA,NA
2060,Bowl Transition,nrei,steelhead,juvenile,1143.221,131.178,168,-181.731,-166.307,85.574,NA,NA,NA
2060,Mound,nrei,steelhead,juvenile,1180.979,653.905,259,36.602,31.11,32.741,NA,NA,NA
2060,Mound Transition,nrei,steelhead,juvenile,620.14,570.657,303,55.938,44.844,42.803,NA,NA,NA
2060,Plane,nrei,steelhead,juvenile,1418.4109999999998,1035.7759999999998,800,36.365,-6.039,86.543,NA,NA,NA
2060,Saddle,nrei,steelhead,juvenile,24.48,3.867,2,-193.985,-166.264,101.615,NA,NA,NA
2060,Trough,nrei,steelhead,juvenile,1529.489,466.683,514,-142.268,-100.898,96.696,NA,NA,NA
2060,Wall,nrei,steelhead,juvenile,580.519,84.926,31,-7.203,2.661,38.1,NA,NA,NA
2060,Bowl,fuzzy,chinook,spawner,171.42,0,0,0.315,0.311,0.006,0.315,0.311,0.006
2060,Bowl Transition,fuzzy,chinook,spawner,1143.221,0,0,0.3,0.307,0.007,0.3,0.307,0.007
2060,Mound,fuzzy,chinook,spawner,1180.979,0,0,0.283,0.279,0.032,0.283,0.279,0.032
2060,Mound Transition,fuzzy,chinook,spawner,620.14,0,0,0.315,0.314,0.011,0.315,0.314,0.011
2060,Plane,fuzzy,chinook,spawner,1418.4109999999998,0,0,0.315,0.316,0.005,0.315,0.316,0.005
2060,Saddle,fuzzy,chinook,spawner,24.48,0,0,0.3,0.306,0.008,0.3,0.306,0.008
2060,Trough,fuzzy,chinook,spawner,1529.489,0,0,0.315,0.312,0.006,0.315,0.312,0.006
2060,Wall,fuzzy,chinook,spawner,580.519,0,0,0.229,0.251,0.031,0.229,0.251,0.031
2060,Bowl,fuzzy,steelhead,spawner,171.42,0,0,0.231,0.211,0.037,0.231,0.211,0.037
2060,Bowl Transition,fuzzy,steelhead,spawner,1143.221,0,0,0.232,0.219,0.03,0.232,0.219,0.03
2060,Mound,fuzzy,steelhead,spawner,1180.979,0,0,0.134,0.124,0.023,0.134,0.124,0.023
2060,Mound Transition,fuzzy,steelhead,spawner,620.14,0,0,0.14,0.139,0.013,0.14,0.139,0.013
2060,Plane,fuzzy,steelhead,spawner,1418.4109999999998,0,0,0.14,0.157,0.034,0.14,0.157,0.034
2060,Saddle,fuzzy,steelhead,spawner,24.48,0,0,0.232,0.215,0.035,0.232,0.215,0.035
2060,Trough,fuzzy,steelhead,spawner,1529.489,0,0,0.213,0.196,0.041,0.213,0.196,0.041
2060,Wall,fuzzy,steelhead,spawner,580.519,0,0,0.078,0.099,0.026,0.078,0.099,0.026
2060,Bowl,fuzzy,chinook,juvenile,171.42,3.23,1,0.198,0.2,0.089,NA,NA,NA
2060,Bowl Transition,fuzzy,chinook,juvenile,1143.221,17.95,8,0.078,0.154,0.096,NA,NA,NA
2060,Mound,fuzzy,chinook,juvenile,1180.979,784.37,762,0.469,0.404,0.17,NA,NA,NA
2060,Mound Transition,fuzzy,chinook,juvenile,620.14,485.68,559,0.484,0.47,0.09,NA,NA,NA
2060,Plane,fuzzy,chinook,juvenile,1418.4109999999998,615.541,279,0.38,0.368,0.113,NA,NA,NA
2060,Saddle,fuzzy,chinook,juvenile,24.48,1.95,0,0.078,0.153,0.121,NA,NA,NA
2060,Trough,fuzzy,chinook,juvenile,1529.489,150.71,37,0.25,0.243,0.11,NA,NA,NA
2060,Wall,fuzzy,chinook,juvenile,580.519,142.659,168,0.149,0.258,0.202,NA,NA,NA
2061,Bowl,nrei,steelhead,juvenile,334.83,250.292,225,51.619,19.141,85.152,NA,NA,NA
2061,Bowl Transition,nrei,steelhead,juvenile,8.06,2.74,4,-36.88,-13.006,67.455,NA,NA,NA
2061,Mound,nrei,steelhead,juvenile,283.017,66.617,34,-15.564,-22.571,104.524,NA,NA,NA
2061,Mound Transition,nrei,steelhead,juvenile,175.12,65.136,28,5.892,-13.833,130.347,NA,NA,NA
2061,Plane,nrei,steelhead,juvenile,370.42,208.222,120,34.76,-0.06,111.114,NA,NA,NA
2061,Saddle,nrei,steelhead,juvenile,116.25,31.45,17,-25.859,-27.644,146.426,NA,NA,NA
2061,Trough,nrei,steelhead,juvenile,420.32,258.46999999999997,172,39.706,3.854,96.152,NA,NA,NA
2061,Wall,nrei,steelhead,juvenile,127.311,24.817,15,-15.686,-3.044,44.581,NA,NA,NA
2061,Bowl,fuzzy,chinook,spawner,334.83,190.5,9,0.514,0.444,0.269,NA,NA,NA
2061,Bowl Transition,fuzzy,chinook,spawner,8.06,2.51,0,0.078,0.285,0.251,NA,NA,NA
2061,Mound,fuzzy,chinook,spawner,283.017,51.27,1,0.078,0.21,0.219,NA,NA,NA
2061,Mound Transition,fuzzy,chinook,spawner,175.12,29.97,0,0.078,0.208,0.208,NA,NA,NA
2061,Plane,fuzzy,chinook,spawner,370.42,105.05,1,0.166,0.279,0.242,NA,NA,NA
2061,Saddle,fuzzy,chinook,spawner,116.25,30.52,2,0.078,0.262,0.26,NA,NA,NA
2061,Trough,fuzzy,chinook,spawner,420.32,165.43,1,0.23,0.343,0.268,NA,NA,NA
2061,Wall,fuzzy,chinook,spawner,127.311,17.421,0,0.078,0.184,0.196,NA,NA,NA
2061,Bowl,fuzzy,steelhead,spawner,334.83,190.5,8,0.514,0.444,0.269,NA,NA,NA
2061,Bowl Transition,fuzzy,steelhead,spawner,8.06,2.51,0,0.078,0.285,0.251,NA,NA,NA
2061,Mound,fuzzy,steelhead,spawner,283.017,51.27,1,0.078,0.21,0.219,NA,NA,NA
2061,Mound Transition,fuzzy,steelhead,spawner,175.12,29.97,2,0.078,0.208,0.208,NA,NA,NA
2061,Plane,fuzzy,steelhead,spawner,370.42,105.05,0,0.166,0.279,0.242,NA,NA,NA
2061,Saddle,fuzzy,steelhead,spawner,116.25,30.52,2,0.078,0.262,0.26,NA,NA,NA
2061,Trough,fuzzy,steelhead,spawner,420.32,165.43,4,0.23,0.343,0.268,NA,NA,NA
2061,Wall,fuzzy,steelhead,spawner,127.311,17.421,2,0.078,0.184,0.196,NA,NA,NA
2061,Bowl,fuzzy,chinook,juvenile,334.83,178.689,322,0.436,0.463,0.294,NA,NA,NA
2061,Bowl Transition,fuzzy,chinook,juvenile,8.06,6.7700000000000005,19,0.754,0.667,0.25,NA,NA,NA
2061,Mound,fuzzy,chinook,juvenile,283.017,120.319,44,0.3,0.345,0.265,NA,NA,NA
2061,Mound Transition,fuzzy,chinook,juvenile,175.12,87.33,57,0.401,0.395,0.273,NA,NA,NA
2061,Plane,fuzzy,chinook,juvenile,370.42,215.53,217,0.491,0.464,0.273,NA,NA,NA
2061,Saddle,fuzzy,chinook,juvenile,116.25,92.88,64,0.653,0.57,0.236,NA,NA,NA
2061,Trough,fuzzy,chinook,juvenile,420.32,225.1,331,0.449,0.449,0.299,NA,NA,NA
2061,Wall,fuzzy,chinook,juvenile,127.311,76.003,68,0.638,0.526,0.265,NA,NA,NA
2065,Bowl,nrei,steelhead,juvenile,133.6,104.6,61,54.381,37.631,56.578,NA,NA,NA
2065,Bowl Transition,nrei,steelhead,juvenile,318.25,170.65,141,10.343,-34.128,103.432,NA,NA,NA
2065,Mound,nrei,steelhead,juvenile,71.8,2.66,2,-23.487,-20.203,14.63,NA,NA,NA
2065,Mound Transition,nrei,steelhead,juvenile,139.97,25.83,13,-8.111,-6.78,22.055,NA,NA,NA
2065,Plane,nrei,steelhead,juvenile,424.49,113.122,56,-3.887,-1.513,36.234,NA,NA,NA
2065,Saddle,nrei,steelhead,juvenile,92.62,76.59,38,46.919,33.005,50.158,NA,NA,NA
2065,Trough,nrei,steelhead,juvenile,504.709,327.429,177,27.075,12.011,61.699,NA,NA,NA
